Mean,Median,STD,Variance,Min,Max,Range,IQR,Kurtosis,Skewness,MAD,RMS,NumPeaks,Energy,ZCR,FFT_Mean,FFT_Std,PSD_Mean,PSD_Std,Class
31.166794,31.1865,17.994154,323.789588,0.007,62.326,62.319,31.163,1.799965,0.000009,15.582149,35.987583,37,7985624.496,0.000081,0.038581,0.605051,25.255654,222.972627,Sit
30.242458,30.242,17.459213,304.824114,0.009,60.475,60.466,30.24625,1.8,0.000005,15.118888,34.91963,4,7466267.312,0.000082,0.037681,0.5892,23.114784,204.071309,Sit
31.503029,31.503,18.19087,330.907739,0.003,63.003,63,31.505,1.8,0,15.752503,36.377137,0,8338088.547,0.000079,0.03824,0.605074,25.757063,227.400265,Sit
30.438075,30.4375,17.574643,308.86808,0.005,60.871,60.866,30.438,1.799985,0.000026,15.218873,35.146755,7,7614354.547,0.000081,0.037692,0.591006,24.104781,212.812226,Sit
-0.029202,-0.029456,0.007719,0.00006,-0.092986,0.037128,0.130114,0.006108,14.518344,0.398097,0.004809,0.030205,1116,5.693023,0.003926,0.000064,0.000528,0.000018,0.000149,Sit
32.134099,32.134,17.691453,312.987497,1.499,62.769,61.27,30.639,1.800001,0.000001,15.319994,36.681558,1,8245448.974,0.000082,0.038634,0.621759,25.517515,225.285234,Sit
31.534108,31.534,18.205297,331.432856,0.009,63.059,63.05,31.53,1.8,-0.000001,15.764996,36.411266,0,8360370.35,0.000079,0.03824,0.605367,25.764627,227.467051,Sit
28.470578,28.47,16.441256,270.314915,0,56.939,56.939,28.47275,1.799989,0.000013,14.237302,32.876159,15,6233214.954,0.000087,0.037483,0.57151,21.162363,186.832951,Sit
26.50038,26.5,15.299623,234.078456,0.009,52.992,52.983,26.495,1.799999,0.000005,13.248596,30.599084,1,4909041.592,0.000095,0.038061,0.557796,17.501027,154.505325,Sit
44.986477,44.985,17.32221,300.058956,14.991,74.983,59.992,30.0005,1.799998,0.000002,15.000206,48.205721,6,13794026.33,0.000084,0.043504,0.854702,45.336066,400.267831,Sit
33.001116,33.001,17.324026,300.121872,3.002,63.001,59.999,30.00325,1.800006,0.000033,15.001805,37.271236,17,8247353.89,0.000084,0.03947,0.644927,26.894925,237.446402,Sit
32.771123,32.7705,18.922179,358.048874,0.004,65.537,65.533,32.771,1.799999,0.000003,16.385826,37.840985,12,9284699.87,0.000077,0.038743,0.62046,27.411513,242.007464,Sit
31.453118,31.452,18.158344,329.725464,0.009,62.895,62.886,31.449,1.799994,0.000004,15.724331,36.317642,7,8206638.314,0.00008,0.038613,0.60786,25.260126,223.012332,Sit
31.05968,31.059,17.936253,321.709188,0,62.12,62.12,31.065,1.799991,0.000015,15.531997,35.865869,15,7905972.077,0.000081,0.03857,0.603968,25.248439,222.909228,Sit
31.049612,31.049,17.928103,321.416866,0.004,62.1,62.096,31.04875,1.800002,0.000003,15.52493,35.853075,7,7896476.125,0.000081,0.038577,0.603957,24.208497,213.727224,Sit
33.217937,33.218,17.448959,304.466155,3.003,63.433,60.43,30.2205,1.799999,0.000001,15.109986,37.521289,2,8509028.104,0.000083,0.039094,0.643405,27.446968,242.320846,Sit
31.271016,31.271,18.055189,325.989834,0.006,62.536,62.53,31.27,1.8,0,15.635003,36.108367,0,8154053.884,0.00008,0.038212,0.602807,24.714886,218.198621,Sit
31.011073,31.012,17.907006,320.660876,0.005,62.022,62.017,31.01275,1.800005,0.000003,15.50665,35.80915,5,7869445.909,0.000081,0.038565,0.603506,24.196395,213.62039,Sit
111.470567,111.47,21.03167,442.331154,75.045,147.88,72.835,36.42025,1.80015,-0.000569,18.212035,113.437021,1,93717336.24,0.000069,0.059319,1.862774,252.251504,2227.175873,Sit
30.519946,30.5205,17.642053,311.24205,0.005,61.069,61.064,30.556,1.799967,0.000028,15.277253,35.25135,9,7513108.269,0.000083,0.038495,0.598427,24.159057,213.290747,Sit
44.982651,44.983,17.321673,300.040345,14.989,74.977,59.988,30,1.8,0,14.999746,48.201958,0,13791872.85,0.000084,0.043501,0.854632,45.328946,400.204974,Sit
43.057015,43.057,24.862156,618.126806,0.002,86.112,86.11,43.06,1.799999,0,21.530011,49.718825,0,21288533.3,0.000058,0.039232,0.707649,48.286633,426.319442,Sit
32.190793,32.1945,18.588324,345.52578,0.002,64.38,64.378,32.194,1.8,0.000005,16.096689,37.171477,3,8801548.104,0.000078,0.038682,0.61489,26.314687,232.32333,Sit
33.273176,33.272,17.479594,305.536218,3.007,63.547,60.54,30.27,1.800238,0.000269,15.136146,37.584438,0,8551819.837,0.000083,0.039104,0.643952,27.454735,242.389345,Sit
29.738024,29.738,17.168951,294.772873,0.008,59.468,59.46,29.735,1.799999,0.000001,14.867499,34.337638,0,7011949.396,0.000084,0.038058,0.587859,22.690472,200.324572,Sit
59.988432,59.988,17.322801,300.07942,29.992,89.985,59.993,30,1.799984,0.00001,15.000729,62.439097,8,23142331.99,0.000084,0.048557,1.122789,76.444372,674.930978,Sit
32.969037,32.9685,17.323173,300.092321,2.972,62.967,59.995,30.0025,1.799999,0.000004,15.001109,37.242437,12,8233226.882,0.000084,0.039457,0.644371,26.861161,237.148098,Sit
29.379031,29.379,16.963997,287.777197,0.004,58.754,58.75,29.38,1.799999,-0.000001,14.690004,33.924264,0,6762428.166,0.000085,0.038012,0.58421,21.704998,191.623577,Sit
29.267335,29.267,16.8981,285.545771,0.007,58.537,58.53,29.265,1.800123,0.000098,14.632797,33.794584,1,6684558.453,0.000085,0.038011,0.58317,21.708492,191.6546,Sit
31.12267,31.123,17.971989,322.992407,0.003,62.243,62.24,31.125,1.80015,0.000011,15.562282,35.938296,0,8037384.709,0.00008,0.038213,0.601495,24.727056,218.305992,Sit
-0.064075,-0.063517,0.015635,0.000244,-0.19966,-0.004501,0.195159,0.018744,4.794574,-0.29184,0.011891,0.065955,1454,27.953241,0.000078,0.000155,0.001137,0.000086,0.000721,Sit
30.666713,30.666,17.704624,313.453728,0.01,61.325,61.315,30.6615,1.800007,-0.000001,15.331363,35.409736,8,7607104.133,0.000082,0.038534,0.60021,24.208874,213.730599,Sit
31.11832,31.117,17.967577,322.833807,0.004,62.23,62.226,31.118,1.799994,0,15.559127,35.932315,3,7949495.051,0.000081,0.03858,0.604606,25.251671,222.937702,Sit
33.995321,33.9955,17.321441,300.032301,4,63.989,59.989,30,1.800002,-0.000005,14.999541,38.15316,1,8640819.205,0.000084,0.0398,0.662067,28.213984,249.092698,Sit
30.795006,30.7945,17.777454,316.03787,0.01,61.58,61.57,30.7895,1.799996,0.000005,15.39447,35.557255,5,7702227.453,0.000082,0.038542,0.601432,24.211162,213.750846,Sit
30.981693,30.982,17.890915,320.084857,0,61.962,61.962,30.982,1.799993,0.000007,15.492726,35.775661,4,7847054.347,0.000082,0.038564,0.603233,24.198392,213.638056,Sit
31.343438,31.345,18.046166,325.664108,0.093,62.592,62.499,31.2565,1.800027,0.000003,15.627192,36.166594,12,8088811.359,0.000081,0.038618,0.607362,25.360972,223.902696,Sit
32.473102,32.4725,18.752315,351.649302,0,64.947,64.947,32.478,1.800002,0.000025,16.238723,37.497959,15,9035578.728,0.000078,0.038712,0.617587,27.404766,241.947911,Sit
32.574458,32.5745,18.804846,353.622221,0.01,65.161,65.151,32.57,1.800016,0.000031,16.284212,37.612002,18,9116086.213,0.000078,0.038728,0.618624,27.418066,242.065358,Sit
31.580327,31.58,18.234546,332.498656,0.004,63.157,63.153,31.581,1.800004,-0.000001,15.790278,36.465909,6,8309686.034,0.00008,0.038625,0.609064,25.247061,222.897035,Sit
32.710094,32.707,18.889209,356.802201,0.001,65.419,65.418,32.715,1.79995,-0.000014,16.357354,37.771647,32,9235011.977,0.000077,0.038739,0.619887,27.403946,241.940807,Sit
0.15604,0.15455,0.023007,0.000529,0.071378,0.28564,0.214262,0.02873,4.642409,0.632703,0.017632,0.157727,1555,164.193078,0.000076,0.000225,0.002722,0.000491,0.004262,Lay
0.171076,0.17057,0.030131,0.000908,0.059691,0.31758,0.257889,0.0293,5.270073,0.46509,0.021375,0.173708,1328,189.828493,0.000079,0.000276,0.003062,0.000599,0.005125,Lay
31.226665,31.226,18.0328,325.181882,0.006,62.453,62.447,31.2325,1.800001,0.000002,15.615604,36.058772,27,8222686.419,0.000079,0.037775,0.598638,25.124381,221.814495,Lay
0.155052,0.15953,0.047824,0.002287,-0.093191,0.44881,0.542001,0.028307,10.82787,0.4454,0.027789,0.162258,1292,160.573107,0.013199,0.000452,0.002838,0.000522,0.004211,Lay
20.507407,20.507,10.107959,102.170831,3.007,38.007,35,17.50575,1.800004,0.000004,8.752487,22.862532,2,1829956.52,0.000143,0.038081,0.517734,9.995669,88.239,Lay
0.133878,0.13405,0.06767,0.004579,-0.26494,0.47125,0.73619,0.052738,6.581245,-0.565431,0.044734,0.150006,988,134.987475,0.028921,0.000471,0.002553,0.000449,0.003152,Lay
0.156687,0.15671,0.026952,0.000726,0.035919,0.29868,0.262761,0.031255,5.000488,0.187993,0.020124,0.158988,1556,164.124229,0.000077,0.000248,0.002759,0.000498,0.0043,Lay
0.16469,0.166755,0.033839,0.001145,-0.015493,0.3521,0.367593,0.03817,4.763467,-0.226096,0.025191,0.16813,1482,199.343064,0.000355,0.000266,0.00279,0.000556,0.004756,Lay
0.149571,0.15064,0.034271,0.001175,-0.11954,0.37424,0.49378,0.040148,5.899679,-0.30489,0.025885,0.153447,1375,166.351799,0.000637,0.000302,0.002532,0.000466,0.003927,Lay
0.152596,0.15398,0.025797,0.000665,0.004208,0.29397,0.289762,0.02685,6.281233,-0.224521,0.018437,0.154761,1373,146.698736,0.000082,0.000278,0.002763,0.000474,0.004078,Lay
31.279949,31.278,18.062794,326.264537,0.003,62.558,62.555,31.284,1.800036,-0.000008,15.641502,36.119898,58,8075765.085,0.000081,0.038589,0.606089,25.244558,222.87495,Lay
0.167774,0.167595,0.029448,0.000867,-0.055099,0.46107,0.516169,0.033345,9.005768,0.176091,0.021308,0.170339,1311,180.24296,0.000724,0.000315,0.003017,0.000576,0.004938,Lay
0.153011,0.15456,0.039262,0.001542,-0.13319,0.455,0.58819,0.045315,6.777463,0.016441,0.029357,0.157967,1105,153.939125,0.001054,0.000353,0.002778,0.000495,0.004096,Lay
0.147123,0.147175,0.032764,0.001073,-0.012563,0.34284,0.355403,0.03387,5.770628,0.18364,0.023519,0.150726,1220,141.490208,0.000401,0.0003,0.002652,0.000451,0.003789,Lay
27.503641,27.505,15.879269,252.151172,0.012,54.999,54.987,27.49975,1.800012,0.000015,13.75061,31.757773,18,5616649.285,0.00009,0.03738,0.561777,19.32592,170.618534,Lay
43.502461,43.5,15.300583,234.107843,17.01,70,52.99,26.503,1.800003,-0.000015,13.24945,46.114296,15,11410951.03,0.000093,0.043593,0.864334,40.785645,360.091801,Lay
0.164857,0.16556,0.03625,0.001314,-0.042341,0.40268,0.445021,0.025372,8.274793,-0.003562,0.022797,0.168795,1328,190.923337,0.002462,0.000329,0.002864,0.000565,0.00476,Lay
30.995744,30.995,17.89326,320.168748,0.01,61.979,61.969,31.0005,1.799974,-0.000003,15.494779,35.789002,41,7854188.504,0.000082,0.038561,0.603381,24.208894,213.730839,Lay
55.003653,55.003,17.322961,300.084963,25.004,84.998,59.994,30.003,1.799998,0.000005,15.00089,57.666606,6,20198706.96,0.000082,0.045886,1.021505,65.010608,573.979967,Lay
31.005084,31.004,17.904559,320.573231,0.002,62.009,62.007,31.009,1.799982,0.000014,15.504575,35.80274,18,7865347.02,0.000081,0.038559,0.603395,24.195548,213.6129,Lay
44.997793,44.998,17.31918,299.953984,15.012,74.989,59.977,29.996,1.800014,-0.000003,14.997592,48.215205,17,14120263.94,0.000082,0.042587,0.845146,45.265157,399.642414,Lay
35.000987,35.006,17.324518,300.138925,5.001,65.001,60,30.004,1.800008,0.000001,15.002187,39.053264,9,9054859.727,0.000084,0.040144,0.679486,29.574414,261.104286,Lay
34.937114,34.938,20.169445,406.806522,0.012,69.863,69.851,34.93,1.80001,-0.000003,17.465952,40.340421,7,11248240.31,0.000072,0.038947,0.640713,31.99882,282.509933,Lay
32.230282,32.2325,18.610932,346.366805,0.006,64.456,64.45,32.233,1.799989,0.000035,16.116306,37.216996,6,9039194.082,0.000077,0.037879,0.608265,26.174672,231.087794,Lay
31.512375,31.5115,18.208684,331.55619,0.015,63.065,63.05,31.5355,1.79998,0.000043,15.767935,36.394132,9,8265084.885,0.00008,0.038606,0.608205,25.219581,222.654374,Lay
30.965452,30.965,17.882136,319.770787,0.003,61.93,61.927,30.97,1.800007,0.000014,15.485131,35.757224,9,8016690.54,0.00008,0.037755,0.596173,24.112771,212.882812,Lay
30.773955,30.773,17.788715,316.438364,0.011,61.577,61.566,30.8075,1.800004,0.000023,15.404215,35.544659,5,7701825.175,0.000082,0.038523,0.600936,24.161081,213.308612,Lay
30.542304,30.543,17.63439,310.971725,0.007,61.079,61.072,30.541,1.8,0.000008,15.270564,35.266877,5,7515997.013,0.000083,0.038519,0.598964,24.205016,213.696555,Lay
30.652862,30.653,17.698271,313.228787,0.006,61.299,61.293,30.651,1.799991,-0.000012,15.325934,35.394563,39,7598080.863,0.000082,0.038531,0.600045,24.204031,213.687903,Lay
31.812134,31.816,18.369016,337.420759,0.002,63.62,63.618,31.813,1.8,0.000003,15.9068,36.733911,20,8692707.557,0.000078,0.037835,0.60426,26.168974,231.037488,Lay
30.753922,30.754,17.755871,315.270939,0.005,61.501,61.496,30.75175,1.799987,0.000022,15.375795,35.510883,13,7673323.936,0.000082,0.03854,0.601033,24.203552,213.683597,Lay
31.39628,31.396,18.126746,328.578924,0.006,62.785,62.779,31.39525,1.8,0.000003,15.696971,36.252636,22,8354710.355,0.000079,0.037799,0.600359,25.132445,221.885703,Lay
0.172123,0.174515,0.047396,0.002246,-0.1118,0.42946,0.54126,0.047725,6.935697,-0.207736,0.033398,0.178528,1108,201.178617,0.006099,0.000447,0.003089,0.000632,0.005195,Lay
32.317906,32.318,18.66112,348.237416,0.002,64.632,64.63,32.31875,1.800019,0.000019,16.159717,37.317958,14,8905868.789,0.000078,0.038701,0.616159,26.315432,232.32991,Lay
32.142948,32.143,18.556218,344.333223,0.013,64.274,64.261,32.13725,1.799999,0.000002,16.068893,37.113989,3,8759192.831,0.000079,0.038684,0.614532,26.324435,232.40938,Lay
30.758366,30.758,17.762189,315.495368,0.001,61.516,61.515,30.76275,1.800001,-0.000006,15.381256,35.517908,24,7858019.291,0.00008,0.037734,0.594171,24.105385,212.817567,Lay
32.080035,32.08,18.351683,336.784287,0.302,63.858,63.556,31.784,1.799992,0.000002,15.891752,36.957535,36,8589889.705,0.00008,0.038741,0.615939,26.691919,235.653947,Lay
40.968929,40.969,16.187615,262.038868,12.938,68.999,56.061,28.03475,1.799994,-0.000006,14.017666,44.050492,27,11015911.28,0.000088,0.041997,0.79738,37.835947,334.048082,Lay
32.660773,32.66,18.856489,355.567195,0.007,65.313,65.306,32.651,1.799999,0.000003,16.32897,37.712591,24,9405269.826,0.000076,0.037923,0.612367,27.236761,240.465268,Lay
0.196198,0.19446,0.017019,0.00029,0.12936,0.28359,0.15423,0.02019,4.411682,0.665025,0.012952,0.196935,1732,238.517029,0.000081,0.000205,0.003539,0.00077,0.00676,Lay
33.614707,33.615,19.406808,376.624182,0.007,67.226,67.219,33.614,1.800009,-0.000006,16.805534,38.813881,19,10254863.77,0.000073,0.03801,0.621232,29.417959,259.723579,Lay
33.971799,33.972,17.324221,300.128626,3.971,63.972,60.001,30.00525,1.799955,0.000047,15.002007,38.133466,8,8633355.141,0.000084,0.039797,0.661672,28.175605,248.753906,Lay
31.891679,31.892,18.414525,339.094749,0.009,63.778,63.769,31.893,1.800001,0.000006,15.946219,36.825554,15,8759188.456,0.000077,0.037842,0.605021,26.161452,230.971085,Lay
34.746058,34.746,20.065178,402.611386,0.003,69.492,69.489,34.752,1.800002,0.000007,17.375715,40.122846,14,11330073.31,0.000071,0.038106,0.631523,30.531034,269.551232,Lay
30.816664,30.816,17.795807,316.690756,0.001,61.632,61.631,30.822,1.800001,0.000006,15.410376,35.585204,9,7904286.887,0.00008,0.037728,0.594631,24.096118,212.735752,Lay
33.765382,33.765,19.498243,380.181469,0.001,67.529,67.528,33.76975,1.799991,0.000002,16.884762,38.990087,21,10396831.74,0.000073,0.038022,0.622579,29.408369,259.638927,Lay
37.497373,37.497,18.765927,352.160033,5.002,70.002,65,32.5,1.800127,0.000103,16.250359,41.930405,0,11428032.63,0.000077,0.039876,0.696571,33.669488,297.260997,Lay
0.171465,0.17172,0.038393,0.001474,-0.3131,0.55527,0.86837,0.030388,29.059993,-0.868868,0.023356,0.17571,1368,197.74759,0.001952,0.000367,0.003046,0.000613,0.005151,Lay
30.772882,30.773,17.76929,315.747654,0.001,61.542,61.541,30.79175,1.799973,-0.000003,15.387426,35.534013,10,7688373.699,0.000082,0.038544,0.601218,24.203171,213.680226,Lay
30.602289,30.6015,17.667079,312.12569,0.009,61.195,61.186,30.5985,1.799999,0.000006,15.298914,35.335187,4,7736173.304,0.000081,0.037713,0.592652,24.11303,212.88505,Lay
30.087954,30.087,17.37501,301.89098,0.002,60.174,60.172,30.091,1.80013,0.000107,15.045817,34.743724,18,7356228.225,0.000082,0.037655,0.587554,23.099849,203.939602,Lay
0.144247,0.1455,0.054513,0.002972,-0.39608,0.49906,0.89514,0.03581,15.894879,-0.682472,0.032137,0.154202,1165,151.586261,0.008235,0.000404,0.002614,0.000476,0.00366,Lay
0.17335,0.17318,0.027858,0.000776,0.045227,0.32576,0.280533,0.02994,5.443388,0.359017,0.020256,0.175574,1317,188.902582,0.000082,0.000301,0.003137,0.00061,0.005259,Lay
0.165128,0.16855,0.053562,0.002869,-0.14182,0.45126,0.59308,0.05149,6.315104,-0.577613,0.037685,0.173596,1044,176.263257,0.011028,0.000488,0.003095,0.000602,0.004794,Lay
30.937208,30.937,17.860824,319.009031,0.009,61.865,61.856,30.934,1.800006,0.000006,15.466676,35.722107,15,7994571.909,0.00008,0.037746,0.59589,24.104186,212.806968,Lay
26.980007,26.98,14.436227,208.404649,1.982,51.976,49.994,25.003,1.799978,0.000014,12.500929,30.598747,7,4631793.45,0.000101,0.038673,0.578773,17.78991,157.055989,Lay
33.48711,33.4875,19.335473,373.860522,0.008,66.99,66.982,33.52,1.800001,-0.000002,16.743761,38.667695,30,9907133.156,0.000075,0.038814,0.627207,28.521427,251.807309,Lay
30.671389,30.6725,17.707469,313.554476,0.007,61.334,61.327,30.6695,1.800006,0.000004,15.333843,35.415208,11,7610709.7,0.000082,0.038529,0.600203,24.208397,213.726381,Lay
28.491286,28.4915,16.448048,270.538297,0.009,56.973,56.964,28.4855,1.800005,0,14.243163,32.897472,16,6099525.459,0.000089,0.038293,0.578435,21.206036,187.217845,Lay
31.396161,31.3965,18.129478,328.677971,0.003,62.789,62.786,31.399,1.799989,0.000009,15.699336,36.253882,18,8164704.832,0.00008,0.038606,0.607265,25.252452,222.944534,Lay
31.086048,30.97,15.906225,253.008009,0.001,62.398,62.397,21.066,2.238665,0.018476,13.012388,34.918756,10,10000858.84,0.000061,0.025758,0.515573,23.824505,209.611888,Lay
0.141611,0.141495,0.042745,0.001827,-0.21208,0.47451,0.68659,0.032965,10.500221,0.421274,0.026975,0.147921,1304,138.722533,0.00765,0.000406,0.00254,0.000434,0.00351,Lay
34.97163,34.971,17.321079,300.019782,4.979,64.966,59.987,29.9995,1.800001,0.000002,14.999215,39.025429,5,9040433.765,0.000084,0.040128,0.678963,29.540572,260.805505,Lay
0.125437,0.12576,0.038289,0.001466,-0.063148,0.34475,0.407898,0.03731,6.577418,0.398466,0.026889,0.13115,1270,107.243401,0.00425,0.000374,0.002268,0.000341,0.002754,Lay
30.001526,30.001,17.324102,300.124504,0.003,60.001,59.998,30.00425,1.799988,-0.000001,15.001897,34.643405,44,7125382.792,0.000084,0.038459,0.59358,23.1741,204.594509,Lay
30.625052,30.625,17.680839,312.612071,0.009,61.242,61.233,30.61825,1.800003,0.000008,15.310823,35.361763,5,7576502.516,0.000083,0.038528,0.59979,24.207147,213.715389,Lay
0.14498,0.14305,0.034688,0.001203,-0.11062,0.4731,0.58372,0.02313,15.722839,1.587307,0.020124,0.149071,1577,149.644827,0.001262,0.000356,0.002509,0.000441,0.00369,Lay
42.590094,42.591,24.596713,604.998283,0.01,85.186,85.176,42.601,1.800009,0.000024,21.300089,49.181731,16,20388424.54,0.000059,0.039588,0.707572,46.411247,409.76097,Lay
-0.061174,-0.061562,0.019878,0.000395,-0.14555,0.03571,0.18126,0.025145,3.969431,0.21733,0.015347,0.064323,1414,24.605036,0.003111,0.000178,0.001137,0.000082,0.000657,Lay
30.707878,30.707,17.728334,314.293841,0.008,61.406,61.398,30.70425,1.799964,0.000035,15.351968,35.45724,7,7637586.335,0.000082,0.038538,0.600621,24.210029,213.740758,Lay
32.915294,32.914,17.299496,299.272574,2.958,62.87,59.912,29.962,1.800067,-0.000003,14.980461,37.183849,39,8196281.909,0.000084,0.03945,0.643774,26.843619,236.993386,Lay
0.149398,0.14873,0.060695,0.003684,-0.20606,0.48623,0.69229,0.051707,6.147136,0.312678,0.041246,0.161255,1094,155.680523,0.024136,0.000544,0.002789,0.000514,0.003907,Lay
0.143681,0.14307,0.041533,0.001725,-0.5056,0.81805,1.32365,0.02473,58.128025,-0.522116,0.021159,0.149562,1532,141.863693,0.004178,0.000413,0.002571,0.000434,0.003633,Lay
0.163642,0.162535,0.041526,0.001724,0.009587,0.36834,0.358753,0.03684,4.990537,0.27037,0.028987,0.168828,1219,183.159864,0.000078,0.000328,0.002915,0.000564,0.004682,Lay
41.939768,41.938,17.31969,299.971658,11.949,71.931,59.982,29.995,1.800005,-0.000007,14.997959,45.37472,14,12219365.28,0.000084,0.042486,0.800983,40.118279,354.198778,Lay
31.719531,31.719,18.311903,335.325784,0.01,63.43,63.42,31.71425,1.799974,0.000049,15.857346,36.625142,13,8417291.229,0.00008,0.038644,0.61047,26.32627,232.425652,Lay
30.624577,30.6265,17.683556,312.708152,0.002,61.247,61.245,30.6265,1.800001,0.000009,15.31314,35.36271,5,7578158.895,0.000083,0.038521,0.599696,24.200329,213.655142,Lay
33.493257,33.493,16.455946,270.798146,4.997,61.992,56.995,28.50025,1.799997,-0.000002,14.250015,37.316865,2,7852580.415,0.000089,0.040068,0.666602,27.334199,241.324859,Lay
30.536894,30.537,17.631437,310.867571,0.003,61.07,61.067,30.534,1.799992,0.000015,15.26801,35.260715,21,7512127.414,0.000083,0.038514,0.598859,24.204556,213.692465,Lay
31.829663,31.8295,18.378608,337.773233,0.002,63.655,63.653,31.828,1.800011,0.000012,15.915065,36.753872,8,8507634.865,0.000079,0.038648,0.61144,26.318356,232.35571,Lay
51.170915,51.1705,29.542474,872.757779,0.007,102.33,102.323,51.166,1.799996,0.000006,25.583314,59.08582,12,35344241.73,0.000049,0.040179,0.775798,68.682981,606.403426,Lay
31.58224,31.581,18.122009,328.407196,0.206,62.963,62.757,31.387,1.799983,0.000024,15.692876,36.41143,9,8233169.571,0.000081,0.038665,0.610423,25.493905,225.076462,Lay
32.019592,32.02,18.486863,341.764104,0.005,64.028,64.023,32.018,1.79999,0.000002,16.008837,36.972482,6,8659719.627,0.000079,0.038672,0.613338,26.322285,232.390446,Lay
31.480903,31.482,18.177135,330.40823,0.005,62.96,62.955,31.4795,1.800001,0.000008,15.740599,36.3511,6,8231015.942,0.00008,0.038618,0.608118,25.249684,222.920132,Lay
35.667942,35.6655,20.591212,423.998011,0.01,71.326,71.316,35.663,1.799994,0.000038,17.831297,41.18422,13,11967963.77,0.000071,0.039018,0.647426,33.205789,293.166628,Lay
9.004238,9.004,4.620248,21.346694,1.009,17,15.991,8.0005,1.799994,0.000019,4.000012,10.119766,0,163855.4509,0.000313,0.035099,0.336816,1.824785,16.096258,Walk
8.999219,8.9995,5.197609,27.015142,0.004,17.994,17.99,9,1.79999,-0.000003,4.500016,10.391635,0,194374.9339,0.000278,0.034223,0.322199,2.051125,18.094664,Walk
9.428368,9.429,5.441447,29.609342,0.004,18.844,18.84,9.42,1.800713,-0.000699,4.71088,10.885208,0,223230.913,0.000265,0.034391,0.329987,2.054651,18.125786,Walk
8.850747,8.848,5.111403,26.126442,0.008,17.698,17.69,8.855,1.800151,0.001088,4.425055,10.219951,0,184767.4516,0.000283,0.034205,0.319707,1.766297,15.579916,Walk
9.770294,9.797,4.848847,23.511315,0.002,18.102,18.1,8.31,1.865,-0.039649,4.181961,10.906687,0,197704.5686,0.000301,0.037287,0.357237,1.995853,17.604815,Walk
8.745952,8.75,4.471786,19.996872,1,16.48,15.48,7.7475,1.800971,-0.001961,3.870842,9.822201,0,149247.7916,0.000323,0.035091,0.332637,1.827898,16.123698,Walk
8.895965,8.898,4.561716,20.809257,0.999,16.788,15.789,7.89625,1.800844,-0.001127,3.948903,9.996713,0,157796.202,0.000317,0.035102,0.335033,1.82404,16.089614,Walk
9.113576,9.109,4.690898,22.004527,0.999,17.229,16.23,8.12575,1.798973,0.000376,4.061931,10.249304,0,170493.2913,0.000308,0.035154,0.338724,1.823361,16.083679,Walk
5.489487,5.487,3.170445,10.051723,0.002,10.976,10.974,5.4935,1.800973,0.001291,2.744607,6.338528,13,43672.3329,0.00046,0.032965,0.252299,0.666358,5.867664,Walk
5.586252,5.585,3.228889,10.425722,0.007,11.17,11.163,5.59,1.800044,0.000054,2.795008,6.451551,1,46034.49564,0.000452,0.032998,0.254476,0.66677,5.871599,Walk
5.423755,5.4245,3.1296,9.794394,0.011,10.836,10.825,5.42,1.800007,-0.00002,2.709051,6.26118,1,42024.94282,0.000466,0.032916,0.250849,0.6687,5.888633,Walk
5.666825,5.667,3.275622,10.729702,0.004,11.332,11.328,5.67,1.79999,0.000041,2.835501,6.544696,3,48058.67942,0.000446,0.033046,0.256326,0.666717,5.871109,Walk
6.094064,6.094,3.529171,12.455045,0.015,12.199,12.184,6.10975,1.799656,0.000212,3.055154,7.041474,1,59945.0677,0.000414,0.033269,0.265856,0.846437,7.457882,Walk
7.122754,7.122,4.115517,16.93748,0.003,14.252,14.249,7.1265,1.800534,0.000354,3.562731,8.225523,0,96414.39426,0.000351,0.033501,0.286386,1.254097,11.057561,Walk
7.688379,7.687,4.439804,19.711857,0.007,15.377,15.37,7.685,1.800926,0.000925,3.843398,8.877511,0,121131.2907,0.000325,0.033753,0.297745,1.499731,13.226185,Walk
8.152645,8.148,4.708173,22.166898,0.008,16.299,16.291,8.155,1.799118,0.000589,4.076611,9.413761,0,144360.1935,0.000307,0.033946,0.306769,1.501495,13.241807,Walk
7.981621,7.978,4.60956,21.248047,0.008,15.958,15.95,7.9865,1.799673,0.001065,3.990674,9.216344,0,135480.902,0.000313,0.033877,0.303488,1.501084,13.238215,Walk
7.797422,7.797,4.499085,20.241762,0.004,15.582,15.578,7.791,1.800114,-0.000066,3.895047,9.001586,1,126242.4879,0.000321,0.033777,0.299817,1.500936,13.236923,Walk
14.509232,14.509,3.751344,14.072585,8.019,20.999,12.98,6.495,1.800021,-0.000005,3.247498,14.985979,0,291728.8733,0.000385,0.045526,0.577174,4.342971,38.32992,Walk
9.997182,9.997,4.042883,16.344907,3.002,16.992,13.99,7,1.800026,0.000004,3.499984,10.783176,0,162787.6353,0.000357,0.037691,0.391179,1.972223,17.398016,Walk
8.701203,8.701,4.216086,17.775384,1.406,15.996,14.59,7.3,1.800007,0.000003,3.649977,9.668202,0,136472.2421,0.000342,0.035467,0.338557,1.685285,14.864586,Walk
10.899195,10.905,4.103513,16.838819,3.799,17.999,14.2,7.105,1.8,0.000008,3.552495,11.645575,1,192715.1941,0.000352,0.038819,0.42149,2.60065,22.946558,Walk
