Mean1,Median1,STD1,Variance1,Min1,Max1,Range1,IQR1,Kurtosis1,Skewness1,MAD1,RMS1,NumPeaks1,Energy1,ZCR1,FFT_Mean1,FFT_Std1,PSD_Mean1,PSD_Std1,Mean2,Median2,STD2,Variance2,Min2,Max2,Range2,IQR2,Kurtosis2,Skewness2,MAD2,RMS2,NumPeaks2,Energy2,ZCR2,FFT_Mean2,FFT_Std2,PSD_Mean2,PSD_Std2,Mean3,Median3,STD3,Variance3,Min3,Max3,Range3,IQR3,Kurtosis3,Skewness3,MAD3,RMS3,NumPeaks3,Energy3,ZCR3,FFT_Mean3,FFT_Std3,PSD_Mean3,PSD_Std3,Mean4,Median4,STD4,Variance4,Min4,Max4,Range4,IQR4,Kurtosis4,Skewness4,MAD4,RMS4,NumPeaks4,Energy4,ZCR4,FFT_Mean4,FFT_Std4,PSD_Mean4,PSD_Std4,Mean5,Median5,STD5,Variance5,Min5,Max5,Range5,IQR5,Kurtosis5,Skewness5,MAD5,RMS5,NumPeaks5,Energy5,ZCR5,FFT_Mean5,FFT_Std5,PSD_Mean5,PSD_Std5,Mean6,Median6,STD6,Variance6,Min6,Max6,Range6,IQR6,Kurtosis6,Skewness6,MAD6,RMS6,NumPeaks6,Energy6,ZCR6,FFT_Mean6,FFT_Std6,PSD_Mean6,PSD_Std6,Mean7,Median7,STD7,Variance7,Min7,Max7,Range7,IQR7,Kurtosis7,Skewness7,MAD7,RMS7,NumPeaks7,Energy7,ZCR7,FFT_Mean7,FFT_Std7,PSD_Mean7,PSD_Std7,Class
-0.038638,-0.036682,0.029941,0.000896,-0.19465,0.099455,0.294105,0.031994,4.06774,-0.362166,0.022224,0.048879,1372,14.30412,0.070068,0.00026,0.000762,0.000048,0.000269,-0.005201,-0.005001,0.020251,0.00041,-0.098201,0.095169,0.19337,0.024821,4.004019,-0.144946,0.015506,0.020906,1322,2.616798,0.216553,0.000186,0.000207,0.000009,0.000013,0.149398,0.14873,0.060695,0.003684,-0.20606,0.48623,0.69229,0.051707,6.147136,0.312678,0.041246,0.161255,1094,155.680523,0.024136,0.000544,0.002789,0.000514,0.003907,29.933041,29.933,17.284423,298.751266,0.003,59.863,59.86,29.935,1.8,0,14.967501,34.564264,0,7152599.06,0.000084,0.038077,0.589755,22.684653,200.273187,0.00088,0.000971,0.008313,0.000069,-0.034459,0.030293,0.064752,0.009774,4.533461,-0.40801,0.006234,0.008359,1013,0.41832,0.170787,0.000066,0.000086,0.000001,0.000003,-0.004025,-0.00471,0.014788,0.000219,-0.14948,0.071038,0.220518,0.021991,7.19724,-0.293108,0.012006,0.015325,1114,1.406024,0.07057,0.000081,0.000188,0.000005,0.000025,0.002731,0.002877,0.002229,0.000005,-0.008118,0.011429,0.019547,0.002443,4.458482,-0.409405,0.001692,0.003525,1425,0.074403,0.124019,0.000023,0.000053,0,0.000001,Lay
-0.15684,-0.15586,0.075413,0.005687,-1.5865,0.84503,2.43153,0.05978,105.626445,-4.666759,0.041885,0.174026,1389,192.067584,0.00544,0.000544,0.002891,0.000531,0.004352,-0.015134,-0.018016,0.043661,0.001906,-0.46836,0.59282,1.06118,0.027726,26.149362,0.418538,0.024968,0.046206,1479,13.540282,0.088537,0.000309,0.000526,0.000036,0.000133,0.143681,0.14307,0.041533,0.001725,-0.5056,0.81805,1.32365,0.02473,58.128025,-0.522116,0.021159,0.149562,1532,141.863693,0.004178,0.000413,0.002571,0.000434,0.003633,31.714024,31.714,18.309221,335.227585,0.009,63.419,63.41,31.71,1.8,0,15.855001,36.61904,0,8504330.668,0.000079,0.038258,0.607097,25.764524,227.466129,0.003523,0.003561,0.0109,0.000119,-0.063023,0.3151,0.378123,0.006561,206.454599,9.71298,0.005181,0.011454,1425,0.832058,0.099259,0.000087,0.000123,0.000001,0.000004,-0.020531,-0.016438,0.061952,0.003838,-0.55303,0.29491,0.84794,0.07642,6.964673,0.068352,0.046168,0.065261,1083,27.010573,0.026096,0.000264,0.000817,0.00008,0.000509,-0.00259,-0.003189,0.008946,0.00008,-0.13274,0.082284,0.215024,0.006109,37.277718,-1.070747,0.0048,0.009313,1505,0.550055,0.078288,0.000052,0.00011,0.000001,0.000005,Lay
-0.008653,-0.006872,0.046499,0.002162,-0.19657,0.15418,0.35075,0.058015,3.715607,-0.466507,0.035959,0.047294,1019,14.373022,0.135154,0.000295,0.000522,0.000044,0.000111,-0.012826,-0.012638,0.015661,0.000245,-0.093426,0.05324,0.146666,0.019935,3.635206,0.003578,0.012214,0.020241,1671,2.632841,0.129241,0.000128,0.00027,0.000008,0.000031,0.163642,0.162535,0.041526,0.001724,0.009587,0.36834,0.358753,0.03684,4.990537,0.27037,0.028987,0.168828,1219,183.159864,0.000078,0.000328,0.002915,0.000564,0.004682,32.133012,32.133,18.551706,344.165812,0.008,64.258,64.25,32.13,1.8,0,16.065001,37.103136,0,8846306.007,0.000078,0.038299,0.6111,26.83088,236.881258,0.000731,0.001301,0.007159,0.000051,-0.03474,0.030623,0.065363,0.010385,2.956424,-0.12452,0.005846,0.007195,1306,0.332689,0.078198,0.000039,0.000081,0.000001,0.000005,0.001528,-0.002413,0.018373,0.000338,-0.058002,0.05623,0.114232,0.031765,2.084339,0.127393,0.016039,0.018435,1151,2.18393,0.034469,0.000078,0.000217,0.000007,0.000043,0.004497,0.004685,0.002566,0.000007,-0.009365,0.032785,0.04215,0.003054,12.324484,0.610217,0.001907,0.005178,1636,0.172273,0.028089,0.000022,0.000083,0.000001,0.000004,Lay
-0.021553,-0.022639,0.036947,0.001365,-0.14425,0.11394,0.25819,0.049792,2.935982,0.096874,0.029517,0.042772,1411,10.857644,0.136394,0.000273,0.000559,0.000037,0.000171,0.013508,0.014442,0.026672,0.000711,-0.078388,0.092496,0.170884,0.036175,2.934096,-0.205083,0.021359,0.029896,1447,5.304401,0.194693,0.000226,0.000361,0.000018,0.000072,0.000072,0.00104,0.040749,0.00166,-0.31657,0.22779,0.54436,0.034177,8.656583,-0.535699,0.026687,0.040746,1424,9.853287,0.298989,0.000367,0.00038,0.000033,0.000047,41.939768,41.938,17.31969,299.971658,11.949,71.931,59.982,29.995,1.800005,-0.000007,14.997959,45.37472,14,12219365.28,0.000084,0.042486,0.800983,40.118279,354.198778,-0.002071,-0.000596,0.013003,0.000169,-0.056189,0.034088,0.090277,0.019444,2.882902,-0.338347,0.010908,0.013166,801,1.028798,0.040691,0.000062,0.000162,0.000003,0.000018,-0.003269,0.000489,0.021438,0.00046,-0.098474,0.059845,0.158319,0.032916,2.63674,-0.251031,0.017971,0.021684,710,2.790512,0.049115,0.0001,0.000266,0.000009,0.000047,0.000136,-0.00005,0.003009,0.000009,-0.013912,0.011765,0.025677,0.004261,3.013034,-0.030073,0.002427,0.003012,941,0.053842,0.1246,0.000021,0.000033,0,0.000001,Lay
-0.017612,-0.015224,0.035088,0.001231,-0.59197,0.16124,0.75321,0.03589,25.27276,-1.834078,0.024499,0.039257,1498,9.670562,0.211873,0.000308,0.000447,0.000026,0.000067,0.0019,0.00301,0.019376,0.000375,-0.26363,0.23691,0.50054,0.021288,20.706413,-0.784055,0.013723,0.019467,1732,2.378029,0.320876,0.00019,0.000157,0.000006,0.000006,-0.005718,-0.006668,0.039027,0.001523,-0.53857,0.39482,0.93339,0.030697,19.818643,0.121199,0.024607,0.039441,1531,9.761364,0.309721,0.000357,0.000354,0.000026,0.000042,31.719531,31.719,18.311903,335.325784,0.01,63.43,63.42,31.71425,1.799974,0.000049,15.857346,36.625142,13,8417291.229,0.00008,0.038644,0.61047,26.32627,232.425652,-0.000178,-0.00018,0.004504,0.00002,-0.032677,0.052018,0.084695,0.004261,21.154606,1.0847,0.002978,0.004507,929,0.127471,0.142072,0.000032,0.000047,0,0.000001,-0.002218,0.002607,0.020111,0.000404,-0.23601,0.19435,0.43036,0.026449,19.620866,-1.117698,0.01522,0.020231,865,2.568411,0.063665,0.000126,0.000224,0.000006,0.000037,-0.000131,-0.000113,0.00316,0.00001,-0.033136,0.054215,0.087351,0.003196,67.19367,3.906484,0.001978,0.003163,1086,0.062767,0.159442,0.000025,0.000031,0,0,Lay
0.005546,0.006543,0.02355,0.000555,-0.088948,0.089876,0.178824,0.028462,3.641299,-0.347212,0.018126,0.024192,1570,3.54664,0.254538,0.000209,0.000241,0.000012,0.000023,-0.003353,-0.003125,0.013561,0.000184,-0.055262,0.055087,0.110349,0.017792,3.192137,-0.073585,0.01072,0.013969,1794,1.182456,0.355363,0.000145,0.000114,0.000004,0.000004,-0.000049,-0.000715,0.019077,0.000364,-0.081662,0.094001,0.175663,0.022427,4.640184,0.425086,0.014287,0.019075,1654,2.205009,0.383416,0.000196,0.000147,0.000007,0.000008,30.624577,30.6265,17.683556,312.708152,0.002,61.247,61.245,30.6265,1.800001,0.000009,15.31314,35.36271,5,7578158.895,0.000083,0.038521,0.599696,24.200329,213.655142,0.000475,0.000776,0.003733,0.000014,-0.015203,0.015689,0.030892,0.005326,2.686587,-0.238609,0.003175,0.003763,1083,0.085805,0.066419,0.000021,0.000044,0,0.000002,0.000668,0.001288,0.007978,0.000064,-0.020017,0.03005,0.050067,0.012783,2.365066,0.1383,0.006866,0.008005,959,0.388341,0.048267,0.000043,0.000094,0.000001,0.000007,0.000489,0.000459,0.001429,0.000002,-0.008063,0.006851,0.014914,0.002131,4.18265,-0.200483,0.001065,0.00151,1179,0.013818,0.205693,0.000013,0.000016,0,0,Lay
-0.011572,-0.011829,0.025532,0.000652,-0.14755,0.11982,0.26737,0.030853,3.925247,-0.044245,0.019583,0.02803,1424,4.430562,0.207927,0.000236,0.000328,0.000016,0.000037,0.004905,0.004844,0.017384,0.000302,-0.082067,0.13004,0.212107,0.019389,6.802804,0.220675,0.012702,0.018061,1625,1.839499,0.324614,0.00018,0.000172,0.000007,0.00001,0.000293,-0.00066,0.022513,0.000507,-0.11825,0.10661,0.22486,0.025035,5.19857,0.471244,0.016594,0.022513,1525,2.858003,0.343767,0.000236,0.000185,0.00001,0.000011,33.493257,33.493,16.455946,270.798146,4.997,61.992,56.995,28.50025,1.799997,-0.000002,14.250015,37.316865,2,7852580.415,0.000089,0.040068,0.666602,27.334199,241.324859,-0.000775,-0.000633,0.003684,0.000014,-0.019807,0.018293,0.0381,0.004261,5.597527,-0.092391,0.002809,0.003764,924,0.079891,0.088225,0.000025,0.000045,0,0.000001,-0.001776,-0.000416,0.010396,0.000108,-0.036635,0.027004,0.063639,0.01811,2.126058,-0.124567,0.008935,0.010546,809,0.627118,0.050275,0.000051,0.000133,0.000002,0.000014,0.000247,0.000193,0.00201,0.000004,-0.014721,0.016172,0.030893,0.00213,8.878074,0.198551,0.001416,0.002025,1016,0.023132,0.191967,0.000017,0.000021,0,0,Lay
0.007881,0.008609,0.030268,0.000916,-0.21752,0.18658,0.4041,0.03812,5.912867,-0.314214,0.02316,0.031274,1448,5.909571,0.204651,0.000269,0.000316,0.00002,0.000039,-0.005502,-0.006505,0.024314,0.000591,-0.16363,0.19599,0.35962,0.024931,13.893054,1.173397,0.016493,0.024927,1720,3.754197,0.275654,0.000219,0.000245,0.000013,0.000031,-0.003062,-0.00335,0.034889,0.001217,-0.27582,0.33929,0.61511,0.041483,8.133466,0.07808,0.026155,0.03502,1518,7.409969,0.235932,0.000327,0.000313,0.000025,0.000038,30.536894,30.537,17.631437,310.867571,0.003,61.07,61.067,30.534,1.799992,0.000015,15.26801,35.260715,21,7512127.414,0.000083,0.038514,0.598859,24.204556,213.692465,0.001311,0.002493,0.008869,0.000079,-0.10297,0.082388,0.185358,0.006392,39.565112,-1.47168,0.004939,0.008964,764,0.485527,0.112794,0.000052,0.000104,0.000002,0.000006,0.001711,0.003978,0.026608,0.000708,-0.16966,0.13287,0.30253,0.042611,5.222341,-0.340111,0.021904,0.026661,808,4.294578,0.029047,0.000105,0.000327,0.000014,0.000094,0.000425,0.00035,0.004897,0.000024,-0.044392,0.054678,0.09907,0.004261,26.606692,0.801064,0.003031,0.004915,880,0.145953,0.129345,0.000033,0.000054,0.000001,0.000001,Lay
-0.005008,-0.004972,0.024811,0.000616,-0.21804,0.26929,0.48733,0.025666,13.712201,0.642164,0.017414,0.025309,1639,4.034126,0.285567,0.000218,0.000241,0.00001,0.000018,0.003719,0.004087,0.01483,0.00022,-0.1525,0.18071,0.33321,0.017622,16.78018,0.054121,0.010875,0.015288,1847,1.471979,0.361146,0.000154,0.000125,0.000004,0.000004,0.00122,0.001912,0.021616,0.000467,-0.13672,0.23815,0.37487,0.022755,10.641053,0.339247,0.015308,0.021648,1791,2.951524,0.365275,0.000216,0.000167,0.000008,0.000009,31.829663,31.8295,18.378608,337.773233,0.002,63.655,63.653,31.828,1.800011,0.000012,15.915065,36.753872,8,8507634.865,0.000079,0.038648,0.61144,26.318356,232.35571,-0.000525,-0.000453,0.00169,0.000003,-0.01999,0.027947,0.047937,0.002131,64.658488,2.292111,0.00102,0.001769,1228,0.019712,0.227612,0.000016,0.000017,0,0,-0.000545,-0.000399,0.006538,0.000043,-0.034158,0.10646,0.140618,0.005656,56.904345,3.980835,0.004241,0.00656,1000,0.271005,0.124563,0.000047,0.000069,0.000001,0.000002,0.000058,-0.00008,0.00111,0.000001,-0.013995,0.013702,0.027697,0.001132,33.731246,1.100782,0.000741,0.001111,1290,0.00778,0.324627,0.000011,0.000008,0,0,Lay
-0.008731,-0.00852,0.024344,0.000593,-0.096812,0.082052,0.178864,0.029995,3.442753,0.080051,0.018836,0.025861,2482,6.770766,0.235925,0.000158,0.00022,0.000013,0.00003,0.005055,0.005218,0.017492,0.000306,-0.070389,0.073762,0.144151,0.023372,3.148598,-0.098468,0.013858,0.018207,2665,3.356069,0.296671,0.000135,0.000131,0.000006,0.000009,0.001381,0.001221,0.031819,0.001012,-0.13777,0.11593,0.2537,0.035811,4.155988,-0.231208,0.023846,0.031848,2345,10.268456,0.282053,0.000222,0.000226,0.00002,0.00003,51.170915,51.1705,29.542474,872.757779,0.007,102.33,102.323,51.166,1.799996,0.000006,25.583314,59.08582,12,35344241.73,0.000049,0.040179,0.775798,68.682981,606.403426,-0.000783,-0.00016,0.005306,0.000028,-0.021671,0.015613,0.037284,0.007663,2.738062,-0.272316,0.004407,0.005363,1434,0.291182,0.085984,0.000022,0.000049,0.000001,0.000003,-0.001361,0.0047,0.021687,0.00047,-0.092239,0.054768,0.147007,0.038349,2.168019,-0.382074,0.018801,0.021728,1254,4.779746,0.033831,0.000062,0.000207,0.000009,0.000062,0.000013,-0.00004,0.001665,0.000003,-0.00545,0.007417,0.012866,0.002131,3.220022,0.188108,0.001291,0.001665,1672,0.028059,0.223676,0.000012,0.000012,0,0,Lay
-0.002547,-0.000562,0.032517,0.001057,-0.37631,0.31525,0.69156,0.028477,27.980813,-2.542496,0.020912,0.032614,1590,6.605381,0.285588,0.000282,0.000305,0.000015,0.000024,-0.001366,-0.001382,0.016863,0.000284,-0.11443,0.21256,0.32699,0.021278,11.648308,0.620821,0.012825,0.016917,1735,1.777286,0.310709,0.000166,0.000138,0.000005,0.000006,-0.000492,-0.000146,0.026018,0.000677,-0.22068,0.1852,0.40588,0.025352,9.10782,0.107882,0.017864,0.026021,1657,4.204709,0.343237,0.000247,0.000219,0.000012,0.000016,31.58224,31.581,18.122009,328.407196,0.206,62.963,62.757,31.387,1.799983,0.000024,15.692876,36.41143,9,8233169.571,0.000081,0.038665,0.610423,25.493905,225.076462,0.000186,0.000473,0.002682,0.000007,-0.025829,0.013585,0.039414,0.003196,11.59061,-0.795186,0.00202,0.002688,1027,0.04487,0.15467,0.00002,0.000028,0,0,-0.000339,-0.003053,0.0122,0.000149,-0.10978,0.065993,0.175773,0.02024,5.017336,-0.19529,0.010372,0.012204,851,0.924898,0.035668,0.000058,0.000144,0.000003,0.000016,0.000011,0.00002,0.002625,0.000007,-0.034844,0.023745,0.058589,0.002131,28.238697,-1.724538,0.001779,0.002625,1086,0.042783,0.178663,0.00002,0.000027,0,0,Lay
0.009792,0.011444,0.029103,0.000847,-0.1056,0.15232,0.25792,0.035232,3.466542,-0.076312,0.022447,0.030704,1547,5.972289,0.193291,0.000239,0.000327,0.000019,0.000047,0.00302,0.00311,0.017314,0.0003,-0.07592,0.082247,0.158167,0.023363,3.284417,0.038234,0.013713,0.017574,1697,1.956608,0.313575,0.000172,0.000144,0.000006,0.000007,0.001289,0.00242,0.039501,0.00156,-0.21824,0.20682,0.42506,0.032962,8.027603,-0.857148,0.025926,0.039519,1565,9.893536,0.281373,0.000354,0.000348,0.000031,0.00004,32.019592,32.02,18.486863,341.764104,0.005,64.028,64.023,32.018,1.79999,0.000002,16.008837,36.972482,6,8659719.627,0.000079,0.038672,0.613338,26.322285,232.390446,-0.000649,0.000423,0.008075,0.000065,-0.047514,0.03025,0.077764,0.008522,6.239351,-1.005775,0.005849,0.0081,763,0.415639,0.089897,0.000047,0.000091,0.000001,0.000004,0.001565,0.001871,0.015439,0.000238,-0.062045,0.082831,0.144876,0.017399,4.56105,0.277989,0.011468,0.015517,789,1.525346,0.090845,0.000088,0.000175,0.000005,0.000018,0.000483,0.000629,0.002552,0.000007,-0.01535,0.011282,0.026632,0.002144,6.275188,-1.07307,0.001815,0.002597,1091,0.042721,0.174665,0.00002,0.000027,0,0,Lay
-0.000481,-0.000414,0.027525,0.000758,-0.14535,0.16891,0.31426,0.030464,4.738551,0.349036,0.020323,0.027527,1557,4.719989,0.238802,0.000217,0.000273,0.000014,0.000033,0.003287,0.003517,0.014726,0.000217,-0.082014,0.10719,0.189204,0.018856,5.054781,0.062039,0.011394,0.015087,1812,1.417909,0.324049,0.000147,0.000129,0.000004,0.000006,0.000455,0.000798,0.019292,0.000372,-0.12184,0.15434,0.27618,0.023396,5.361022,-0.228761,0.014616,0.019295,1769,2.319155,0.343956,0.000191,0.000153,0.000007,0.000009,31.480903,31.482,18.177135,330.40823,0.005,62.96,62.955,31.4795,1.800001,0.000008,15.740599,36.3511,6,8231015.942,0.00008,0.038618,0.608118,25.249684,222.920132,-0.00069,-0.000276,0.005307,0.000028,-0.077951,0.016768,0.094719,0.007457,41.655325,-3.41456,0.003916,0.005352,944,0.1784,0.067346,0.000028,0.000062,0,0.000002,0.000075,0.000393,0.006906,0.000048,-0.025174,0.027547,0.052721,0.009587,3.636294,0.021302,0.005389,0.006906,949,0.297066,0.087093,0.000043,0.000076,0.000001,0.000003,-0.000162,-0.000303,0.001573,0.000002,-0.032108,0.005023,0.037131,0.001065,141.200146,-7.941279,0.000905,0.001581,1261,0.015577,0.284396,0.000014,0.000014,0,0,Lay
-0.009133,-0.010122,0.031129,0.000969,-0.29331,0.33203,0.62534,0.027983,20.547869,0.508712,0.020022,0.032439,1784,7.424914,0.219175,0.000252,0.000312,0.000014,0.000033,0.003541,0.004986,0.043131,0.00186,-0.62539,0.65125,1.27664,0.025677,76.708927,-0.200398,0.020764,0.043273,1831,13.212812,0.268637,0.00031,0.000414,0.000015,0.000033,-0.000283,-0.000809,0.033797,0.001142,-0.20013,0.30366,0.50379,0.03258,10.12323,0.37097,0.023215,0.033796,1774,8.059076,0.286494,0.00029,0.000279,0.000019,0.000025,35.667942,35.6655,20.591212,423.998011,0.01,71.326,71.316,35.663,1.799994,0.000038,17.831297,41.18422,13,11967963.77,0.000071,0.039018,0.647426,33.205789,293.166628,-0.000822,-0.001035,0.009044,0.000082,-0.16411,0.083034,0.247144,0.008522,52.88442,-2.839329,0.005434,0.00908,994,0.581789,0.067106,0.000058,0.000092,0.000001,0.000003,-0.001294,0.00024,0.01592,0.000253,-0.11323,0.11742,0.23065,0.023436,11.139103,0.504535,0.012302,0.015971,907,1.799806,0.039045,0.00008,0.000173,0.000004,0.000021,0.000373,0.000047,0.005225,0.000027,-0.041625,0.077684,0.119309,0.002131,71.075594,4.549473,0.002215,0.005238,1255,0.193604,0.193665,0.000032,0.000054,0,0,Lay
0.055218,0.679255,3.768697,14.203074,-10.999,8.7877,19.7867,6.13725,2.293969,-0.297637,3.180139,3.767923,121,22715.59399,0.055313,0.028886,0.089665,0.289844,1.697204,0.081435,0.39762,1.877758,3.525977,-7.663,4.7644,12.4274,1.78742,4.64078,-1.042496,1.361879,1.878937,147,5648.647117,0.095937,0.020279,0.042413,0.073571,0.210297,0.047447,0.14007,3.029058,9.175194,-8.7625,12.725,21.4875,3.1862,4.349859,0.236164,2.237359,3.028483,155,14674.73715,0.101562,0.033813,0.067742,0.19057,0.565626,9.004238,9.004,4.620248,21.346694,1.009,17,15.991,8.0005,1.799994,0.000019,4.000012,10.119766,0,163855.4509,0.000313,0.035099,0.336816,1.824785,16.096258,0.001022,-0.002224,0.402076,0.161665,-1.088,1.0488,2.1368,0.62736,2.325578,-0.007505,0.336394,0.401951,133,258.503604,0.065937,0.003591,0.009385,0.003277,0.015428,-0.012032,0.044904,0.430053,0.184946,-1.201,1.0525,2.2535,0.63896,2.471945,-0.31245,0.352944,0.430087,129,295.960093,0.115937,0.005107,0.009465,0.003739,0.0089,0.003993,0.003897,0.289029,0.083538,-0.82138,0.64286,1.46424,0.45571,2.329591,-0.194954,0.242378,0.288967,139,133.602779,0.077188,0.002608,0.006737,0.001698,0.007685,Walk
0.090044,0.420575,3.519483,12.386762,-8.8583,10.554,19.4123,5.30625,2.512404,-0.290407,2.857651,3.519657,136,22298.37877,0.059722,0.025119,0.079089,0.265209,1.436452,0.062346,0.27175,1.779167,3.165436,-7.8149,4.7797,12.5946,1.46012,5.423249,-1.230072,1.220172,1.779765,168,5701.616152,0.101944,0.018362,0.037741,0.067997,0.187914,0.018246,0.10952,2.881335,8.302091,-9.6652,11.109,20.7742,2.9036,4.444479,0.042588,2.088786,2.880592,178,14936.06154,0.0975,0.029824,0.060989,0.177785,0.515673,8.999219,8.9995,5.197609,27.015142,0.004,17.994,17.99,9,1.79999,-0.000003,4.500016,10.391635,0,194374.9339,0.000278,0.034223,0.322199,2.051125,18.094664,-0.009966,-0.006194,0.415116,0.172321,-1.1534,1.2241,2.3775,0.65943,2.464785,-0.088245,0.343588,0.41512,152,310.185003,0.056389,0.003336,0.009201,0.003686,0.018983,-0.008509,0.014056,0.390872,0.152781,-1.2132,1.2413,2.4545,0.55467,2.712072,-0.143207,0.312923,0.390856,145,274.982949,0.125278,0.004221,0.00819,0.003309,0.007401,0.005233,0.005424,0.275876,0.076107,-0.84154,0.80352,1.64506,0.422105,2.412254,-0.095037,0.226635,0.275849,157,136.966638,0.080278,0.002391,0.006047,0.001624,0.007453,Walk
0.068858,0.60276,3.161924,9.997763,-7.9476,7.2757,15.2233,4.77565,2.407201,-0.439488,2.599615,3.161835,149,18834.72046,0.056529,0.021263,0.069687,0.212754,1.197224,0.035167,0.21486,1.676719,2.811387,-7.4487,5.1793,12.628,1.612405,4.928209,-1.041763,1.200094,1.676643,186,5296.172093,0.092622,0.015655,0.035319,0.055903,0.161649,0.08295,0.113205,2.648857,7.016444,-7.3305,8.8667,16.1972,3.1955,3.359457,-0.001954,2.037263,2.649453,177,13224.92703,0.085722,0.023908,0.05619,0.151048,0.496425,9.428368,9.429,5.441447,29.609342,0.004,18.844,18.84,9.42,1.800713,-0.000699,4.71088,10.885208,0,223230.913,0.000265,0.034391,0.329987,2.054651,18.125786,0.00314,-0.014135,0.361516,0.130694,-0.85408,1.1166,1.97068,0.60048,2.197488,0.171398,0.305519,0.361434,167,246.115144,0.059713,0.002725,0.007868,0.002779,0.014699,-0.011949,0.009475,0.369109,0.136241,-1.0586,1.0183,2.0769,0.50335,2.559126,-0.296934,0.296357,0.369204,160,256.8114,0.134023,0.003783,0.007622,0.002881,0.006637,0.002394,0.001454,0.281852,0.079441,-0.75235,0.69601,1.44836,0.463345,2.231502,-0.147215,0.236363,0.281787,156,149.59729,0.080945,0.002135,0.006131,0.001622,0.0086,Walk
0.058683,0.80739,3.504979,12.284875,-8.8769,8.5472,17.4241,5.6991,2.262077,-0.393261,2.958506,3.504479,132,21725.75081,0.056812,0.024064,0.079804,0.25944,1.525635,0.054001,0.30404,1.703831,2.903039,-6.3037,4.5334,10.8371,1.739353,4.472069,-1.009052,1.249098,1.704205,174,5137.732388,0.098643,0.01755,0.036552,0.059026,0.153895,0.05397,0.13405,2.873208,8.255323,-8.6893,12.072,20.7613,3.374,3.969896,0.216932,2.182325,2.872903,173,14600.56415,0.085076,0.028494,0.062106,0.179467,0.573229,8.850747,8.848,5.111403,26.126442,0.008,17.698,17.69,8.855,1.800151,0.001088,4.425055,10.219951,0,184767.4516,0.000283,0.034205,0.319707,1.766297,15.579916,0.000425,-0.009859,0.397718,0.158179,-0.90661,0.96203,1.86864,0.677145,1.987542,0.099097,0.339924,0.397605,152,279.661437,0.068683,0.003088,0.008937,0.00337,0.019424,-0.008625,0.030549,0.395363,0.156312,-1.4068,1.2016,2.6084,0.568407,2.663072,-0.328871,0.322027,0.395345,145,276.490505,0.124647,0.004264,0.008381,0.003202,0.007546,0.000571,0.025278,0.280483,0.078671,-0.67966,0.56162,1.24128,0.468835,1.970768,-0.196534,0.24341,0.280404,154,139.090516,0.073205,0.00235,0.00624,0.001579,0.008049,Walk
0.14185,1.4935,3.911165,15.297208,-10.14,8.0401,18.1801,6.5131,2.254205,-0.563471,3.347415,3.91256,133,25442.1045,0.045427,0.027761,0.09193,0.314706,1.979098,0.039738,0.417415,1.859271,3.45689,-6.9978,4.8893,11.8871,1.80828,4.578776,-1.151498,1.359019,1.859137,170,5744.518343,0.098375,0.020568,0.040707,0.066214,0.176033,0.130084,0.42978,3.238872,10.490295,-8.8291,13.509,22.3381,3.6394,4.166595,0.274703,2.454091,3.24051,163,17452.5035,0.083935,0.032988,0.07238,0.220713,0.711867,9.770294,9.797,4.848847,23.511315,0.002,18.102,18.1,8.31,1.865,-0.039649,4.181961,10.906687,0,197704.5686,0.000301,0.037287,0.357237,1.995853,17.604815,-0.001126,0.01091,0.446687,0.199529,-1.1222,1.0421,2.1643,0.75931,2.019555,-0.023311,0.382837,0.446554,145,331.419942,0.069495,0.003852,0.010253,0.004295,0.024396,-0.017699,0.026273,0.411886,0.16965,-1.1521,1.3011,2.4532,0.55344,2.640941,-0.269662,0.333405,0.412142,144,282.30924,0.129061,0.004662,0.008979,0.003414,0.008284,0.000527,0.015809,0.30691,0.094194,-0.88002,0.8194,1.69942,0.5345,2.011188,-0.117931,0.264321,0.306819,143,156.456688,0.073706,0.002789,0.00699,0.001901,0.009743,Walk
0.097118,0.1798,3.829372,14.664091,-9.1156,12.006,21.1216,5.16285,2.551245,-0.001465,3.05433,3.829366,112,22685.27516,0.090175,0.030996,0.092354,0.299391,1.403552,-0.007572,0.057154,2.5922,6.719502,-11.427,8.3228,19.7498,2.37685,5.448438,-0.614015,1.805251,2.591373,125,10388.43811,0.092114,0.02332,0.061637,0.136241,0.433403,-0.182235,0.13473,3.258224,10.616023,-12.824,8.7048,21.5288,3.212125,4.002874,-0.612365,2.394628,3.262265,154,16463.74615,0.103103,0.034959,0.075376,0.217339,0.653214,8.745952,8.75,4.471786,19.996872,1,16.48,15.48,7.7475,1.800971,-0.001961,3.870842,9.822201,0,149247.7916,0.000323,0.035091,0.332637,1.827898,16.123698,0.023478,0.054911,0.571034,0.32608,-1.4332,2.0689,3.5021,0.923323,2.339778,0.064637,0.482612,0.571332,129,504.972246,0.090175,0.005147,0.0136,0.006256,0.030578,0.009146,-0.024746,0.594185,0.353056,-1.8164,1.8531,3.6695,0.800847,2.628936,0.101825,0.480901,0.594064,115,545.954298,0.120556,0.006336,0.013716,0.007245,0.023236,0.003279,-0.01022,0.256764,0.065928,-0.68889,0.87004,1.55893,0.317497,3.431435,0.409283,0.19768,0.256702,125,101.9406,0.10892,0.002582,0.005996,0.001347,0.004601,Walk
