Mean1,Median1,STD1,Variance1,Min1,Max1,Range1,IQR1,Kurtosis1,Skewness1,MAD1,RMS1,NumPeaks1,Energy1,ZCR1,FFT_Mean1,FFT_Std1,PSD_Mean1,PSD_Std1,Mean2,Median2,STD2,Variance2,Min2,Max2,Range2,IQR2,Kurtosis2,Skewness2,MAD2,RMS2,NumPeaks2,Energy2,ZCR2,FFT_Mean2,FFT_Std2,PSD_Mean2,PSD_Std2,Mean3,Median3,STD3,Variance3,Min3,Max3,Range3,IQR3,Kurtosis3,Skewness3,MAD3,RMS3,NumPeaks3,Energy3,ZCR3,FFT_Mean3,FFT_Std3,PSD_Mean3,PSD_Std3,Mean4,Median4,STD4,Variance4,Min4,Max4,Range4,IQR4,Kurtosis4,Skewness4,MAD4,RMS4,NumPeaks4,Energy4,ZCR4,FFT_Mean4,FFT_Std4,PSD_Mean4,PSD_Std4,Mean5,Median5,STD5,Variance5,Min5,Max5,Range5,IQR5,Kurtosis5,Skewness5,MAD5,RMS5,NumPeaks5,Energy5,ZCR5,FFT_Mean5,FFT_Std5,PSD_Mean5,PSD_Std5,Mean6,Median6,STD6,Variance6,Min6,Max6,Range6,IQR6,Kurtosis6,Skewness6,MAD6,RMS6,NumPeaks6,Energy6,ZCR6,FFT_Mean6,FFT_Std6,PSD_Mean6,PSD_Std6,Mean7,Median7,STD7,Variance7,Min7,Max7,Range7,IQR7,Kurtosis7,Skewness7,MAD7,RMS7,NumPeaks7,Energy7,ZCR7,FFT_Mean7,FFT_Std7,PSD_Mean7,PSD_Std7,Class
-0.000783,-0.000926,0.039601,0.001568,-0.40298,0.4145,0.81748,0.035737,33.953935,-0.503045,0.024132,0.039606,1392,9.966869,0.291391,0.00035,0.000353,0.000014,0.000018,-0.005499,-0.003464,0.06561,0.004305,-0.80267,0.92121,1.72388,0.038883,68.903125,-0.507172,0.030263,0.065835,1413,27.539622,0.240557,0.000478,0.000677,0.00002,0.000025,0.014919,0.013181,0.067548,0.004563,-0.88305,0.95051,1.83356,0.045579,76.595311,2.90646,0.032675,0.069171,1527,30.401671,0.238826,0.000491,0.000739,0.000027,0.000046,32.08447,32.084,18.541619,343.791632,0.008,64.192,64.184,32.112,1.799998,0.000041,16.056259,37.056049,9,8724999.845,0.000079,0.038661,0.613696,26.282637,232.040267,-0.002824,0.000127,0.103924,0.0108,-0.80947,1.0047,1.81417,0.009394,49.736533,1.467758,0.023022,0.103954,844,68.664025,0.088527,0.000288,0.001272,0.000023,0.000163,-0.001345,-0.001854,0.017326,0.0003,-0.15525,0.24316,0.39841,0.008955,62.91113,3.907176,0.007649,0.017377,1003,1.918629,0.14062,0.000092,0.000198,0.000001,0.000005,-0.000907,-0.000646,0.014551,0.000212,-0.12315,0.14423,0.26738,0.004261,46.014902,0.666991,0.004916,0.014578,995,1.350305,0.136686,0.000059,0.000174,0.000001,0.000004,Stand
-0.000875,-0.000531,0.038453,0.001479,-0.26385,0.23274,0.49659,0.043198,5.89991,-0.050584,0.028452,0.03846,1349,9.142904,0.266381,0.000353,0.000339,0.000029,0.000037,-0.001334,-0.001975,0.040221,0.001618,-0.18814,0.25694,0.44508,0.047823,4.667667,0.142474,0.030525,0.04024,1327,10.008756,0.210888,0.000342,0.000381,0.000031,0.000042,-0.014208,-0.017964,0.060903,0.003709,-0.31174,0.31866,0.6304,0.065632,5.260151,0.550301,0.044484,0.062534,1315,24.170464,0.227552,0.000573,0.000581,0.000077,0.000099,31.241596,31.24,18.037321,325.344953,0.009,62.476,62.467,31.21775,1.799998,0.000007,15.619474,36.073947,13,8043518.431,0.000081,0.038593,0.605818,25.253917,222.957508,0.000433,0.001971,0.015734,0.000248,-0.17227,0.043516,0.215786,0.014894,37.833407,-3.838023,0.010008,0.015739,743,1.531049,0.074179,0.000081,0.000183,0.000003,0.000009,-0.002822,-0.003991,0.018311,0.000335,-0.07864,0.069532,0.148172,0.023609,3.372697,0.187893,0.014462,0.018525,954,2.121272,0.087445,0.000107,0.000213,0.000007,0.000035,0.000489,0.000613,0.006128,0.000038,-0.024954,0.041655,0.066609,0.006981,8.959353,0.950087,0.004498,0.006147,827,0.233578,0.11689,0.00004,0.000067,0.000001,0.000002,Stand
-0.007398,-0.007273,0.027928,0.00078,-0.21125,0.12558,0.33683,0.034011,5.020392,-0.260004,0.021378,0.028889,1395,5.128407,0.255411,0.000262,0.000276,0.000016,0.000022,0.00217,0.002556,0.035627,0.001269,-0.15689,0.17218,0.32907,0.042221,4.6041,0.058808,0.026843,0.03569,1384,7.827225,0.213914,0.000299,0.000345,0.000025,0.000045,-0.025659,-0.026021,0.039858,0.001589,-0.29384,0.17176,0.4656,0.048609,4.983132,0.016467,0.030253,0.0474,1387,13.806398,0.170464,0.000356,0.000588,0.000045,0.000141,31.054924,31.055,17.932624,321.579012,0.002,62.108,62.106,31.0565,1.799988,-0.00001,15.528854,35.859935,9,7902070.358,0.000081,0.038573,0.603969,25.248366,222.908412,0.000494,0.000539,0.014935,0.000223,-0.086812,0.097515,0.184327,0.01282,10.861072,0.359534,0.00983,0.014942,669,1.371875,0.07201,0.000071,0.000177,0.000005,0.000016,-0.003794,-0.004404,0.01308,0.000171,-0.11093,0.062185,0.173115,0.014371,7.551347,-0.014113,0.0095,0.013618,853,1.139629,0.095281,0.00008,0.000162,0.000004,0.000012,-0.000216,-0.000007,0.008792,0.000077,-0.039421,0.044851,0.084272,0.01021,5.755423,-0.078076,0.006435,0.008794,846,0.475228,0.071033,0.000044,0.000103,0.000002,0.000006,Stand
0.000159,0.000303,0.023492,0.000552,-0.088249,0.12039,0.208639,0.030377,3.488594,0.056318,0.018436,0.023491,1464,3.39914,0.273782,0.000216,0.000207,0.000011,0.000016,-0.000352,-0.000094,0.026767,0.000716,-0.10625,0.11023,0.21648,0.035009,3.185834,-0.036952,0.021171,0.026767,1461,4.413366,0.240503,0.000239,0.000243,0.000014,0.000022,-0.000362,-0.000289,0.023324,0.000544,-0.096214,0.10045,0.196664,0.029966,3.3706,0.03776,0.018329,0.023325,1633,3.351357,0.276218,0.000227,0.000191,0.000011,0.000013,31.129933,31.13,17.974815,323.09396,0.043,62.257,62.214,31.1465,1.799987,0.000001,15.5654,35.945991,12,7959423.692,0.000081,0.038567,0.604639,25.246285,222.890123,-0.000714,-0.000749,0.006349,0.00004,-0.029511,0.038666,0.068177,0.007457,6.395771,0.111624,0.004696,0.006388,810,0.251385,0.091315,0.000035,0.000074,0.000001,0.000003,0.000208,0.000496,0.006376,0.000041,-0.031462,0.03565,0.067112,0.007457,5.088659,0.194877,0.004721,0.006379,840,0.250674,0.154302,0.000042,0.000069,0.000001,0.000003,-0.000177,-0.00026,0.002242,0.000005,-0.013043,0.011458,0.024501,0.002131,4.463829,-0.042505,0.001685,0.002249,1005,0.031158,0.184172,0.000018,0.000022,0,0,Stand
0.001088,0.000645,0.025962,0.000674,-0.13907,0.18663,0.3257,0.031616,5.790752,0.391309,0.019596,0.025983,1456,4.170726,0.289333,0.00024,0.000227,0.000013,0.000018,0.002793,0.002676,0.026453,0.0007,-0.2425,0.27097,0.51347,0.029324,12.472493,-0.01147,0.018926,0.026598,1566,4.370685,0.260521,0.000245,0.000236,0.000012,0.000017,-0.009389,-0.010465,0.030887,0.000954,-0.15719,0.18389,0.34108,0.039119,4.371928,0.215027,0.023838,0.032281,1512,6.437712,0.201926,0.000273,0.000329,0.00002,0.000045,31.226746,31.2255,18.02836,325.021778,0.01,62.444,62.434,31.225,1.799932,0.000047,15.611856,36.056606,28,8031886.99,0.000081,0.038585,0.605626,25.254186,222.95989,0.000154,0.00001,0.015169,0.00023,-0.144,0.16706,0.31106,0.009587,43.559175,1.232108,0.007843,0.015168,801,1.421391,0.082794,0.000069,0.00018,0.000003,0.000013,0.001446,0.00264,0.01984,0.000394,-0.091103,0.086796,0.177899,0.025276,4.376276,-0.393787,0.015394,0.019891,796,2.444245,0.045079,0.000079,0.000241,0.000008,0.000045,0.000749,0.000719,0.003663,0.000013,-0.01526,0.030743,0.046003,0.004261,12.050337,1.343199,0.002528,0.003738,1022,0.086336,0.136209,0.000025,0.000041,0,0.000001,Stand
0.03863,0.037145,0.018708,0.00035,-0.033751,0.11404,0.147791,0.024132,3.317118,0.38542,0.014782,0.04292,1585,11.038235,0.012433,0.000141,0.000732,0.000037,0.000289,-0.002616,-0.00245,0.009338,0.000087,-0.033874,0.033788,0.067662,0.012496,3.087648,-0.015165,0.007413,0.009697,1702,0.563402,0.270444,0.000092,0.000091,0.000002,0.000003,0.033485,0.034416,0.017581,0.000309,-0.04299,0.094103,0.137093,0.022636,3.359313,-0.240325,0.013776,0.037819,1612,8.570389,0.033461,0.000148,0.000636,0.000028,0.000214,34.984663,34.973,17.321433,300.032027,4.997,64.987,59.99,29.9995,1.800434,0.000748,14.998571,39.037272,0,9131260.425,0.000083,0.03979,0.676018,29.071805,256.666843,-0.000038,-0.000079,0.001685,0.000003,-0.006066,0.00788,0.013946,0.002272,3.26399,0.107176,0.001336,0.001685,1721,0.01701,0.348548,0.000017,0.000013,0,0,-0.000548,-0.001048,0.007639,0.000058,-0.023305,0.037544,0.060849,0.010672,3.735066,0.398817,0.006133,0.007658,1532,0.351394,0.078521,0.000038,0.000092,0.000001,0.000007,0.000271,0.00025,0.001759,0.000003,-0.007697,0.006359,0.014056,0.002352,3.083449,-0.080514,0.001399,0.00178,1502,0.018977,0.277954,0.000017,0.000016,0,0,Sit
0.033664,0.032633,0.019924,0.000397,-0.030946,0.14653,0.177476,0.02621,3.757816,0.388823,0.015682,0.039117,1537,9.633688,0.036293,0.000162,0.00063,0.000031,0.000227,0.001517,0.001644,0.011695,0.000137,-0.05089,0.043772,0.094662,0.015,3.335789,-0.113235,0.009178,0.011792,1698,0.875523,0.267392,0.00011,0.000102,0.000003,0.000004,-0.000252,0.005928,0.041489,0.001721,-0.15254,0.13031,0.28285,0.062005,2.532248,-0.297698,0.034112,0.041486,1596,10.836019,0.086801,0.000195,0.000485,0.000034,0.000224,33.510507,33.5245,18.203598,331.370995,2,65.018,63.018,31.551,1.799075,-0.000284,15.765652,38.134924,5,9156099.227,0.000079,0.038911,0.638615,28.387575,250.62565,-0.00032,-0.000031,0.002437,0.000006,-0.011906,0.007434,0.01934,0.003146,3.692664,-0.5886,0.001895,0.002458,1527,0.038043,0.249762,0.000021,0.000023,0,0,0.001261,-0.000189,0.014487,0.00021,-0.043915,0.035797,0.079712,0.022996,2.228351,0.003643,0.012251,0.014541,1503,1.331183,0.040105,0.00005,0.000177,0.000004,0.000029,-0.000074,-0.000086,0.002372,0.000006,-0.011222,0.00989,0.021112,0.003122,3.435613,-0.153357,0.001875,0.002373,1551,0.035455,0.24325,0.000021,0.000021,0,0,Sit
-0.010476,-0.010838,0.016684,0.000278,-0.072955,0.058307,0.131262,0.021982,3.356595,0.17643,0.013129,0.019699,1726,2.473874,0.239294,0.000169,0.000223,0.000008,0.000021,0.001141,0.001099,0.014325,0.000205,-0.053485,0.056277,0.109762,0.018926,3.116562,-0.042526,0.011389,0.01437,1848,1.316348,0.355843,0.000149,0.000103,0.000004,0.000003,0.021398,0.022264,0.018124,0.000328,-0.065714,0.094148,0.159862,0.023418,3.590297,-0.257281,0.014199,0.028041,1789,5.012769,0.131686,0.000189,0.000399,0.000016,0.000084,31.480813,31.481,18.178077,330.4425,0.002,62.958,62.956,31.48325,1.799995,-0.000004,15.741437,36.351509,22,8424130.493,0.000078,0.037807,0.601139,25.127094,221.838478,-0.000021,-0.000381,0.001625,0.000003,-0.005707,0.00708,0.012787,0.002136,3.59685,0.196288,0.001288,0.001625,1234,0.016839,0.234745,0.000014,0.000015,0,0,-0.003916,-0.001785,0.011354,0.000129,-0.035873,0.031235,0.067108,0.018112,2.270221,-0.350181,0.009611,0.012009,981,0.919408,0.049333,0.000041,0.000153,0.000003,0.000021,0.000117,-0.000214,0.001965,0.000004,-0.007675,0.012573,0.020248,0.003113,4.06488,0.029259,0.001559,0.001968,1076,0.024692,0.213255,0.000017,0.000018,0,0,Sit
0.0251,0.025023,0.016232,0.000263,-0.041699,0.091421,0.13312,0.020308,3.514415,0.098944,0.012626,0.029891,1660,5.69753,0.058883,0.000143,0.000467,0.000018,0.00012,-0.000744,-0.000947,0.012985,0.000169,-0.070945,0.044026,0.114971,0.01676,3.485009,-0.113076,0.010226,0.013006,1708,1.07863,0.234515,0.000109,0.000122,0.000003,0.00001,0.022692,0.023293,0.025064,0.000628,-0.079307,0.10236,0.181667,0.032387,3.212352,-0.281242,0.019625,0.033809,1783,7.289011,0.088521,0.000166,0.000482,0.000022,0.000144,31.892445,31.894,18.412986,339.038042,0.004,63.775,63.771,31.885,1.800157,-0.000315,15.944463,36.825439,0,8647932.131,0.000078,0.038286,0.608891,25.77072,227.520817,0.000127,0.000073,0.001839,0.000003,-0.006988,0.007929,0.014917,0.002492,3.162022,0.076378,0.001459,0.001843,1783,0.021664,0.323742,0.000018,0.000015,0,0,-0.000986,-0.000367,0.013086,0.000171,-0.052095,0.037446,0.089541,0.017674,2.877939,-0.207075,0.010421,0.013122,1510,1.098047,0.062961,0.000052,0.000156,0.000003,0.000023,0.000329,0.000385,0.0021,0.000004,-0.009529,0.008467,0.017996,0.002737,3.326216,-0.031549,0.00165,0.002125,1632,0.0288,0.263525,0.000018,0.00002,0,0,Sit
0.022318,0.022031,0.026617,0.000708,-0.18955,0.15816,0.34771,0.030536,5.277628,-0.179556,0.019922,0.034734,1210,7.237303,0.126604,0.000223,0.000484,0.000023,0.000097,0.000844,0.000587,0.017572,0.000309,-0.10008,0.094888,0.194968,0.022034,4.469003,0.112349,0.013495,0.017591,1522,1.856316,0.20045,0.000144,0.000176,0.000006,0.000013,0.072559,0.094852,0.07229,0.005226,-0.18592,0.30599,0.49191,0.079789,3.390471,-1.016409,0.056799,0.102419,1278,62.927642,0.025088,0.000297,0.001593,0.000207,0.001653,35.013679,35.015,17.330192,300.335539,5.005,65.016,60.011,30.014,1.799645,-0.00038,15.008059,39.067163,0,9155932.885,0.000083,0.039772,0.676218,29.058104,256.545823,0.001135,0.001197,0.002941,0.000009,-0.019444,0.016011,0.035455,0.003763,4.96137,-0.09105,0.002268,0.003153,1491,0.059622,0.206451,0.000025,0.000035,0,0.000001,-0.011226,-0.011393,0.026855,0.000721,-0.11906,0.068166,0.187226,0.033147,3.619051,-0.189101,0.020818,0.029105,1082,5.081801,0.034256,0.0001,0.00039,0.000016,0.000101,0.000199,0.000409,0.004823,0.000023,-0.02791,0.017795,0.045705,0.006096,4.468841,-0.51942,0.003716,0.004826,1196,0.139745,0.140107,0.000033,0.000053,0,0.000001,Sit
0.037469,0.038465,0.021485,0.000462,-0.10231,0.13377,0.23608,0.02765,4.075878,-0.252887,0.016739,0.043191,1525,11.19106,0.032422,0.000165,0.00072,0.000037,0.00027,0.001306,0.001646,0.013549,0.000184,-0.072625,0.059866,0.132491,0.017104,3.980119,-0.199128,0.010492,0.013611,1602,1.111302,0.213619,0.000115,0.000134,0.000004,0.000008,0.029283,0.0285,0.023729,0.000563,-0.054767,0.12233,0.177097,0.033806,2.721024,0.074526,0.01926,0.037689,1629,8.521507,0.070762,0.000157,0.000596,0.000029,0.000206,35.01729,35.009,17.335391,300.515792,5.009,65.03,60.021,30.034,1.799181,0.000358,15.013286,39.072705,0,9158530.982,0.000083,0.039779,0.676302,29.065919,256.614885,0.000041,-0.000018,0.002368,0.000006,-0.008051,0.009774,0.017825,0.003018,3.411102,0.232057,0.00185,0.002368,1618,0.033632,0.241124,0.00002,0.000023,0,0,-0.000801,-0.000525,0.013866,0.000192,-0.054538,0.035901,0.090439,0.021653,2.521397,-0.179633,0.011342,0.013888,1429,1.156991,0.054926,0.000056,0.000171,0.000004,0.000025,0.000216,0.000299,0.002812,0.000008,-0.012346,0.015143,0.027489,0.00361,3.579646,-0.106467,0.002198,0.00282,1513,0.047715,0.188448,0.000021,0.00003,0,0.000001,Sit
0.014952,0.01517,0.022623,0.000512,-0.087329,0.11523,0.202559,0.027033,4.274433,-0.061457,0.01718,0.027116,1338,4.582989,0.142548,0.000176,0.00035,0.000015,0.000049,-0.000668,-0.00081,0.01249,0.000156,-0.041865,0.051838,0.093703,0.015963,3.246551,0.10213,0.009829,0.012507,1783,0.974937,0.240574,0.00011,0.000115,0.000003,0.000006,0.018667,0.019033,0.033568,0.001127,-0.10311,0.14891,0.25202,0.0448,3.123291,0.102505,0.026622,0.038407,1355,9.194225,0.105968,0.000217,0.000496,0.000029,0.000136,31.183569,31.19,18.013525,324.48709,0.001,62.37,62.369,31.204,1.799409,-0.000009,15.599711,36.011804,1,8083266.053,0.00008,0.038236,0.60222,24.748708,218.497321,0.000499,0.000483,0.003357,0.000011,-0.009945,0.015027,0.024972,0.004404,3.253608,0.161667,0.00265,0.003393,1694,0.071778,0.169501,0.000023,0.000037,0,0.000001,-0.002358,-0.002346,0.012338,0.000152,-0.074171,0.041325,0.115496,0.016139,3.691778,-0.214259,0.009767,0.012561,1110,0.983391,0.08078,0.000063,0.000149,0.000003,0.000015,-0.00008,-0.00014,0.00318,0.00001,-0.013573,0.011057,0.02463,0.004013,3.349004,-0.001726,0.002485,0.003181,1506,0.063052,0.177042,0.000023,0.000033,0,0.000001,Sit
0.037742,0.03729,0.024493,0.0006,-0.10643,0.16253,0.26896,0.031356,4.171286,0.043381,0.018984,0.044992,1414,11.999784,0.043607,0.000196,0.000737,0.00004,0.000284,0.001496,0.001987,0.016004,0.000256,-0.10602,0.10661,0.21263,0.019444,6.171446,-0.351976,0.012045,0.016073,1426,1.531432,0.225287,0.00014,0.000156,0.000005,0.000008,0.04077,0.041076,0.026143,0.000683,-0.11369,0.20092,0.31461,0.035313,3.672048,-0.043102,0.020768,0.048431,1424,13.90428,0.045125,0.000202,0.000797,0.000047,0.000344,30.668488,30.671,17.126524,293.317834,1.004,60.325,59.321,29.658,1.80026,-0.000111,14.830365,35.125839,0,7314111.828,0.000084,0.038411,0.604419,23.917423,211.157704,0.000019,0.000162,0.004392,0.000019,-0.01314,0.023182,0.036322,0.005993,3.184782,0.044724,0.003511,0.004392,1555,0.114357,0.132169,0.000027,0.00005,0,0.000002,-0.000293,-0.000788,0.016409,0.000269,-0.06152,0.040238,0.101758,0.024376,2.51446,0.014464,0.013535,0.01641,1231,1.596373,0.048161,0.000068,0.000202,0.000006,0.000036,0.000331,0.00014,0.003184,0.00001,-0.016041,0.021588,0.037629,0.004209,4.698579,0.436332,0.002469,0.003201,1473,0.060753,0.160678,0.000024,0.000034,0,0.000001,Sit
0.039005,0.03719,0.033719,0.001137,-0.059559,0.15448,0.214039,0.052076,2.419022,0.249374,0.028126,0.051557,1575,16.334175,0.075264,0.000188,0.000803,0.000053,0.000373,-0.000235,-0.00017,0.013493,0.000182,-0.049608,0.052884,0.102492,0.017971,3.007837,-0.050109,0.010745,0.013493,1697,1.118841,0.222213,0.000112,0.000131,0.000004,0.000011,0.036603,0.039876,0.03765,0.001417,-0.080123,0.13866,0.218783,0.057778,2.368534,-0.278872,0.031477,0.052508,1601,16.942199,0.063385,0.000188,0.000795,0.000055,0.000393,32.753858,32.761,17.74892,315.024162,2.009,63.489,61.48,30.73575,1.800303,-0.000262,15.369869,37.253029,1,8527958.108,0.000081,0.038839,0.631649,27.274692,240.799805,0.000109,0.000031,0.003474,0.000012,-0.010544,0.010153,0.020697,0.005205,2.482043,0.019299,0.002856,0.003476,1740,0.074241,0.145891,0.000022,0.000039,0,0.000001,-0.000923,-0.003262,0.02492,0.000621,-0.064196,0.061563,0.125759,0.041643,2.014629,0.060688,0.021048,0.024935,1319,3.820595,0.032791,0.000081,0.000308,0.000012,0.000085,0.000215,0.00014,0.003299,0.000011,-0.014697,0.009737,0.024434,0.004673,2.745642,-0.082742,0.002685,0.003305,1607,0.067134,0.134337,0.00002,0.000037,0,0.000001,Sit
0.003152,0.003356,0.015393,0.000237,-0.062767,0.071701,0.134468,0.019765,3.429827,-0.090492,0.01207,0.015711,1682,1.511565,0.334504,0.000159,0.000129,0.000005,0.000005,0.000166,0.000446,0.01663,0.000277,-0.091465,0.061181,0.152646,0.021028,4.006186,-0.264463,0.012924,0.016629,1644,1.693501,0.327155,0.000167,0.000131,0.000005,0.000006,-0.005695,-0.005846,0.019748,0.00039,-0.094418,0.078817,0.173235,0.024703,3.664686,0.046721,0.015343,0.020551,1689,2.58647,0.316541,0.000202,0.000183,0.000008,0.00001,30.950769,30.95,17.869742,319.327665,0.034,61.896,61.862,30.95,1.799981,0.000026,15.474411,35.738294,10,7821729.881,0.000082,0.038551,0.602909,24.203305,213.681413,-0.000328,-0.000792,0.002149,0.000005,-0.016075,0.010556,0.026631,0.003196,5.338177,-0.215492,0.001693,0.002174,1074,0.028931,0.156352,0.000016,0.000023,0,0,0.000801,0.004591,0.016536,0.000273,-0.038965,0.044125,0.08309,0.031958,1.771993,-0.245536,0.014534,0.016554,782,1.678281,0.02033,0.000053,0.000205,0.000006,0.000037,0.000112,0.00024,0.002932,0.000009,-0.010939,0.019414,0.030353,0.003735,4.688419,0.148244,0.002328,0.002934,1032,0.052715,0.115529,0.000018,0.000033,0,0.000001,Sit
0.032926,0.031461,0.025744,0.000663,-0.057247,0.18394,0.241187,0.030083,4.687212,0.51627,0.01946,0.041795,1397,10.781235,0.062946,0.000192,0.00065,0.000035,0.000236,0.003205,0.002448,0.025779,0.000665,-0.096437,0.13797,0.234407,0.031534,3.807734,0.166071,0.019798,0.025976,1386,4.164481,0.159187,0.000177,0.000282,0.000014,0.000038,0.020373,0.022996,0.038317,0.001468,-0.20656,0.15198,0.35854,0.044762,4.565533,-0.602836,0.029037,0.043394,1305,11.622036,0.09535,0.000245,0.000559,0.000038,0.000191,40.863144,40.8585,17.822805,317.65239,10.002,71.722,61.72,30.87,1.799713,0.000018,15.434856,44.580236,1,12266216.91,0.000081,0.041415,0.768655,38.898937,343.433026,-0.000126,-0.000134,0.00396,0.000016,-0.016835,0.023891,0.040726,0.004685,4.698542,0.078746,0.003003,0.003962,1467,0.09686,0.193373,0.00003,0.000041,0,0.000001,0.000032,-0.000803,0.01567,0.000246,-0.063664,0.075613,0.139277,0.016481,4.902972,0.44374,0.011444,0.015668,1242,1.515195,0.072181,0.000071,0.000186,0.000005,0.000026,0.000489,0.000275,0.006219,0.000039,-0.028369,0.030274,0.058643,0.006219,5.53137,0.270966,0.004424,0.006237,1306,0.24012,0.132939,0.000035,0.000072,0.000001,0.000004,Sit
0.012185,0.012123,0.041844,0.001751,-0.13342,0.18037,0.31379,0.054054,3.224483,0.045886,0.032893,0.043579,1121,11.850377,0.121554,0.000272,0.000504,0.000037,0.000131,-0.001311,-0.000987,0.014983,0.000224,-0.084587,0.11139,0.195977,0.018245,5.320751,0.107881,0.011418,0.015039,1622,1.411347,0.216587,0.000125,0.000145,0.000005,0.000009,0.094092,0.094778,0.032171,0.001035,-0.056095,0.22431,0.280405,0.041483,3.283058,-0.109409,0.025311,0.099439,1293,61.702319,0.002965,0.000256,0.001714,0.000194,0.001584,31.160189,31.2235,17.931956,321.555052,0.009,61.976,61.967,31.2105,1.790308,-0.012771,15.54557,35.950812,1,8064955.988,0.00008,0.038006,0.601068,24.629291,217.438766,0.000472,0.000519,0.003837,0.000015,-0.017562,0.016121,0.033683,0.004887,3.684458,-0.102894,0.002976,0.003866,1482,0.093263,0.176042,0.000029,0.00004,0,0.000001,-0.002856,-0.003143,0.014801,0.000219,-0.059095,0.048509,0.107604,0.019401,3.205483,0.023672,0.011707,0.015073,954,1.41776,0.076202,0.000074,0.000179,0.000005,0.000021,0.000529,0.00055,0.003172,0.00001,-0.021979,0.018949,0.040928,0.003763,5.685574,-0.143476,0.002395,0.003216,1513,0.064524,0.18742,0.000024,0.000033,0,0.000001,Sit
0.022534,0.022446,0.014172,0.000201,-0.023279,0.099969,0.123248,0.018415,3.339497,0.113584,0.011191,0.026619,1530,4.356268,0.058962,0.000135,0.000424,0.000014,0.00009,0.003569,0.003791,0.010739,0.000115,-0.047234,0.052717,0.099951,0.013885,3.595486,-0.040829,0.00843,0.011316,1742,0.787221,0.253497,0.000103,0.000111,0.000003,0.000004,0.010849,0.012151,0.021276,0.000453,-0.086097,0.079641,0.165738,0.026648,3.514914,-0.315536,0.016612,0.023881,1506,3.506216,0.144193,0.000161,0.000293,0.000011,0.000039,35.264725,35.274,17.759371,315.395265,4.508,66.007,61.499,30.7485,1.800044,-0.000897,15.378118,39.483475,0,9584392.715,0.000081,0.039643,0.673999,30.643959,270.547826,0.000065,0.000147,0.001926,0.000004,-0.008577,0.007917,0.016493,0.002505,3.44841,-0.167568,0.001513,0.001927,1766,0.022819,0.324089,0.000019,0.000016,0,0,-0.000774,-0.000733,0.007477,0.000056,-0.028772,0.021325,0.050097,0.010931,2.762727,-0.08301,0.006086,0.007516,1470,0.347333,0.090843,0.000038,0.000088,0.000001,0.000006,0.000266,0.000275,0.002163,0.000005,-0.009401,0.007703,0.017104,0.002724,3.424743,-0.117631,0.001696,0.002179,1517,0.0292,0.239346,0.00002,0.00002,0,0,Sit
0.005082,0.005212,0.016321,0.000266,-0.080822,0.085939,0.166761,0.020444,4.193467,0.132155,0.012532,0.017093,1635,1.745331,0.299381,0.000167,0.00016,0.000006,0.000009,0.002161,0.002357,0.014221,0.000202,-0.080678,0.078675,0.159353,0.018334,3.793238,-0.080819,0.011139,0.014383,1737,1.235902,0.349263,0.000152,0.000111,0.000004,0.000004,-0.00613,-0.006289,0.018875,0.000356,-0.078907,0.1171,0.196007,0.02365,3.759433,0.129757,0.014628,0.019844,1690,2.352553,0.325494,0.000198,0.000182,0.000008,0.000012,30.494851,30.4935,17.034193,290.163735,1.001,59.997,58.996,29.497,1.799997,0.000027,14.750794,34.92923,22,7288585.347,0.000084,0.037929,0.598708,23.296622,205.676805,-0.00039,-0.000259,0.001361,0.000002,-0.008789,0.005066,0.013855,0.002136,4.431785,-0.473502,0.001017,0.001415,1232,0.011966,0.274439,0.000013,0.000014,0,0,0.001233,0.001892,0.006005,0.000036,-0.021118,0.020004,0.041122,0.00853,2.864546,-0.297079,0.004797,0.00613,1065,0.224467,0.06386,0.000031,0.000075,0.000001,0.000004,0.000119,-0.000153,0.001155,0.000001,-0.00441,0.006241,0.010651,0.001068,3.499815,0.071684,0.000918,0.001161,1230,0.008056,0.32315,0.000012,0.000009,0,0,Sit
-0.000759,-0.000799,0.01653,0.000273,-0.057826,0.057642,0.115468,0.0223,2.988073,0.063103,0.013179,0.016546,1530,1.49662,0.277575,0.000169,0.000147,0.000005,0.000008,0.00028,0.000735,0.015065,0.000227,-0.055643,0.055465,0.111108,0.020028,3.053019,-0.005255,0.011965,0.015066,1589,1.240912,0.317633,0.00016,0.000126,0.000004,0.000005,0.001447,0.001517,0.016231,0.000263,-0.063267,0.066215,0.129482,0.021874,3.137174,0.026485,0.012882,0.016294,1625,1.451481,0.356411,0.000181,0.000128,0.000005,0.000005,27.000812,26.998,15.588348,242.996596,0.007,53.993,53.986,27.003,1.799994,0.000001,13.498689,31.17685,11,5313902.049,0.000091,0.037323,0.556606,18.433432,162.738422,-0.000206,-0.000229,0.001744,0.000003,-0.005554,0.006165,0.011719,0.002136,3.163562,0.217082,0.001336,0.001756,1039,0.016863,0.196543,0.000016,0.000018,0,0,-0.000179,0.001038,0.006253,0.000039,-0.01915,0.016006,0.035156,0.00853,2.544176,-0.347108,0.0051,0.006255,845,0.213904,0.069782,0.000031,0.000079,0.000001,0.000004,-0.000094,-0.000488,0.001665,0.000003,-0.005814,0.006149,0.011963,0.002136,3.035336,0.099287,0.001343,0.001667,976,0.015198,0.217029,0.000015,0.000017,0,0,Sit
