Mean,Median,STD,Variance,Min,Max,Range,IQR,Kurtosis,Skewness,MAD,RMS,NumPeaks,Energy,ZCR,FFT_Mean,FFT_Std,PSD_Mean,PSD_Std,Class
39.3687,39.38643,18.0178,324.6427,7.95798,70.59736,62.6394,31.1906,1.8,-0.000446,15.603,43.29532,1056,11696786.16,0,0.040818,0.73967,35.99849,317.82993,Sit
32.22337,32.21552,17.6899,312.931,1.60851,62.86708,61.2586,30.654,1.7994,0.000166,15.3197,36.75902,1223,8280308.392,0,0.038648,0.62326,25.6288,226.26732,Sit
31.59295,31.59791,18.2065,331.478,0.04065,63.07182,63.0312,31.5187,1.8003,0.000174,15.7653,36.46286,1027,8384080.683,0,0.038257,0.60634,25.83889,228.12245,Sit
28.46796,28.45599,16.4476,270.5228,-0.452765,56.93602,57.3888,28.4592,1.8018,-0.001297,14.2408,32.87705,1466,6233553.299,0.001214,0.037598,0.57149,21.1635,186.84314,Sit
26.49695,26.51201,15.2995,234.0738,-0.025331,52.9782,53.0035,26.4616,1.7999,0.00015,13.2486,30.59604,1315,4908065.708,0.000381,0.038057,0.55773,17.49734,154.47363,Sit
44.98835,44.9961,17.3222,300.0603,14.996,74.97845,59.9825,29.9977,1.8,4.2e-05,15,48.20748,1564,13795032,0,0.043505,0.85474,45.33934,400.29638,Sit
33.00348,32.96762,17.3242,300.1293,2.98815,63.02565,60.0375,30.0379,1.8003,-0.00017,15.0011,37.27343,1520,8248325.707,0,0.039476,0.64497,26.89817,237.47412,Sit
32.77017,32.75143,18.9212,358.012,0.016004,65.56564,65.5496,32.7676,1.7999,0.00032,16.3848,37.83968,1566,9284057.415,0,0.038744,0.62044,27.40865,241.98089,Sit
31.45602,31.46478,18.1574,329.6916,-0.012002,62.89937,62.9114,31.4488,1.8,8.7e-05,15.7236,36.31969,1519,8207563.355,0.000321,0.038601,0.6079,25.2633,223.03908,Sit
31.06738,31.06562,17.9297,321.4738,0.00167,62.13614,62.1345,31.0804,1.7999,0.000519,15.5269,35.86926,1504,7907465.476,0,0.038569,0.60406,25.25295,222.94989,Sit
31.05463,31.08752,17.9264,321.3574,0.01768,62.12066,62.103,31.0579,1.7998,5.7e-05,15.5239,35.85659,1541,7898026.655,0,0.038576,0.60403,24.21435,213.77712,Sit
33.26045,33.28775,17.446,304.3623,3.07155,63.44862,60.3771,30.2491,1.8,0.000341,15.1072,37.55754,1233,8525480.316,0,0.039094,0.64412,27.50067,242.79614,Sit
31.29579,31.27623,18.0531,325.9146,0.047104,62.56828,62.5212,31.2836,1.7997,0.00024,15.6346,36.12879,1338,8163278.908,0,0.038215,0.60321,24.74408,218.45487,Sit
31.01337,31.03536,17.9104,320.7815,-0.002321,62.01362,62.0159,31.0173,1.7999,-0.00009,15.5098,35.81282,1596,7871060.85,0.000326,0.038559,0.60356,24.2011,213.66204,Sit
111.4849,111.5226,21.0327,442.3729,75.0081,147.8799,72.8718,36.3957,1.8,-0.000767,18.2123,113.4512,1579,93740838.91,0,0.059325,1.863,252.3148,2227.7344,Sit
30.52107,30.52141,17.6429,311.2722,-0.049428,61.03509,61.0845,30.5432,1.8002,-0.000161,15.2775,35.25275,1451,7513705.178,0.000662,0.038493,0.59845,24.16092,213.30785,Sit
44.97611,44.9561,17.3219,300.0494,14.9614,74.97369,60.0123,29.9412,1.8,5.5e-05,15,48.19595,1453,13788432.79,0,0.043506,0.85452,45.31687,400.09936,Sit
43.10254,43.09845,24.8536,617.7008,0.08635,86.14775,86.0614,43.0292,1.8003,0.000326,21.5215,49.75398,1620,21318645.29,0,0.039228,0.70826,48.35611,426.93255,Sit
32.18971,32.2063,18.588,345.5153,0.024492,64.35262,64.3281,32.1661,1.8,0,16.0965,37.1704,1563,8801039.505,0,0.038677,0.61487,26.31307,232.30998,Sit
33.30805,33.36781,17.4743,305.3508,3.03769,63.59218,60.5545,30.3027,1.7994,-0.001997,15.1321,37.61285,1120,8564754.131,0,0.039122,0.64452,27.49546,242.74924,Sit
29.78695,29.82023,17.1684,294.7536,0.001182,59.5823,59.5811,29.7948,1.7995,0.000531,14.8681,34.37974,1160,7029155.887,0,0.038085,0.58869,22.74677,200.82055,Sit
59.9975,60.04704,17.3315,300.3812,29.8772,90.05891,60.1818,29.9797,1.801,-0.00233,15.0068,62.45022,1488,23150580.69,0,0.048609,1.123,76.47351,675.18621,Sit
32.96793,32.93642,17.3226,300.0718,2.95088,62.98148,60.0306,30.0129,1.7995,0.000266,15.0013,37.24119,1464,8232674.064,0,0.039455,0.64435,26.85935,237.13382,Sit
29.40108,29.41996,16.9641,287.779,-0.110584,58.80456,58.9151,29.327,1.801,0.000293,14.6886,33.94339,1039,6770054.864,0.00034,0.038023,0.58459,21.72921,191.83631,Sit
29.31692,29.33104,16.8951,285.4449,0.060695,58.59382,58.5331,29.2822,1.8002,-0.000132,14.6302,33.83604,850,6700969.268,0,0.038026,0.584,21.76376,192.14219,Sit
31.20003,31.2307,17.9691,322.8902,0.136485,62.34042,62.2039,31.1414,1.7998,0.000376,15.5607,36.00389,1336,8066751.861,0,0.038224,0.60277,24.81936,219.12151,Sit
32.0489,32.05228,18.5581,344.4015,-0.140553,64.23985,64.3804,32.0896,1.8006,0.000611,16.0694,37.0335,1292,8813129.819,0.000156,0.038303,0.60975,26.72811,235.97387,Sit
30.6654,30.69806,17.7068,313.5325,-0.014151,61.37315,61.3873,30.634,1.7997,-0.000176,15.3333,35.40971,1370,7607093.508,0.00033,0.038513,0.6002,24.20967,213.73662,Sit
31.11727,31.13162,17.9687,322.8742,-0.025749,62.2721,62.2978,31.1163,1.8001,-0.000102,15.5602,35.93197,1542,7949343.079,0.000162,0.03859,0.60459,25.25105,222.93214,Sit
33.99945,34.01894,17.3193,299.9569,3.97545,64.01916,60.0437,29.9902,1.8,-0.000237,14.9978,38.15585,1564,8642039.703,0,0.039809,0.66213,28.21826,249.1301,Sit
30.79414,30.78663,17.777,316.0224,0.031687,61.57083,61.5391,30.8267,1.8,-0.000121,15.3938,35.55628,1599,7701807.138,0,0.038536,0.60142,24.21032,213.7429,Sit
30.9775,30.95615,17.8898,320.0462,-0.079332,61.97798,62.0573,31,1.7998,0.000156,15.4922,35.77149,1589,7845224.305,0.000163,0.038573,0.60316,24.1925,213.58618,Sit
31.34164,31.3272,18.048,325.7293,-0.378889,62.72295,63.1018,31.2386,1.8005,-0.000215,15.6283,36.16593,1600,8088515.845,0.000485,0.038677,0.60734,25.35943,223.88889,Sit
32.47382,32.483,18.777,352.5743,-0.066075,65.19634,65.2624,32.5319,1.7991,-0.002004,16.2597,37.51091,1400,9041823.212,0.000311,0.038771,0.61771,27.42567,242.1299,Sit
32.61039,32.62137,18.8196,354.1766,-0.039044,65.25335,65.2924,32.5154,1.8011,-0.001649,16.2945,37.65049,1562,9134751.912,0.000621,0.038757,0.61928,27.47563,242.57178,Sit
31.57201,31.5997,18.2347,332.5029,0.00857,63.20851,63.1999,31.5644,1.8,0.000171,15.7904,36.45877,1594,8306431.554,0,0.038628,0.60893,25.23628,222.80175,Sit
32.71314,32.67191,18.8905,356.8506,-0.06066,65.46805,65.5287,32.7017,1.7997,-0.000124,16.3583,37.77492,1598,9236614.115,0.000154,0.038752,0.61994,27.4099,241.99124,Sit
33.1087,33.0468,19.0703,363.6765,0.221451,66.28589,66.06444,32.9122,1.8036,0.002651,16.5035,38.2074,1372,9634740.268,0,0.03844,0.62112,28.0668,247.7884,Lay
33.8568,33.8764,18.1782,330.4453,2.35827,65.42499,63.06673,31.4938,1.7994,7.7e-05,15.7428,38.4275,1212,9289770.8,0,0.039038,0.64458,28.8742,254.9225,Lay
31.2437,31.2255,18.0331,325.1914,-0.029122,62.43867,62.46779,31.2243,1.8,1e-05,15.6163,36.0737,1605,8229478.179,0.000633,0.037769,0.59892,25.1464,222.004,Lay
34.6279,34.6256,17.6115,310.1642,4.12742,65.13496,61.00755,30.479,1.8,-0.000101,15.2505,38.8485,1072,9204638.785,0,0.039491,0.66526,28.9655,255.7267,Lay
20.6656,20.6614,10.0994,101.9975,3.14815,38.17887,35.03072,17.5842,1.8002,-0.00032,8.74444,23.0008,509,1852153.174,0,0.038191,0.52126,10.1204,89.33612,Lay
30.1885,30.1638,17.3434,300.7921,-0.003633,60.37742,60.38105,30.1132,1.7998,-0.000289,15.0185,34.8151,903,7271329.674,0.000167,0.038192,0.59377,22.9292,202.429,Lay
42.5865,42.4826,18.7665,352.182,10.1458,75.21805,65.07223,32.5514,1.7979,0.007955,16.252,46.5375,1238,14062142.86,0,0.041489,0.78182,41.7239,368.377,Lay
35.4847,35.4296,20.3129,412.6124,0.319576,70.86027,70.54069,35.1903,1.7986,0.007091,17.5978,40.8867,1196,11788969.19,0,0.038587,0.64352,32.7646,289.2722,Lay
40.5147,40.5435,20.3486,414.0653,4.80757,75.72829,70.92072,35.139,1.8025,-0.003844,17.6179,45.337,1203,14521716.44,0,0.040033,0.72231,40.2391,355.2641,Lay
32.6769,32.6207,17.6341,310.9607,2.10164,63.31589,61.21425,30.5153,1.8043,0.000639,15.2556,37.1307,1203,8444471.206,0,0.038785,0.63086,26.1916,231.2366,Lay
31.2764,31.2177,18.0659,326.3764,-0.337804,62.8149,63.15271,31.2464,1.8008,0.000358,15.6431,36.1184,1384,8075093.179,0.001939,0.038633,0.60604,25.2398,222.8324,Lay
31.2469,31.2823,17.9369,321.7332,0.148928,62.22169,62.07276,31.1723,1.7953,5.2e-05,15.5399,36.0285,1091,8063493.531,0,0.03823,0.60388,24.9495,220.2674,Lay
35.3514,35.3683,17.7875,316.3961,4.67042,66.22419,61.55378,30.8895,1.7965,0.003639,15.3994,39.5736,1071,9661070.51,0,0.039575,0.6745,30.5957,270.1171,Lay
31.3324,31.3545,17.9878,323.5616,0.18115,62.50235,62.3212,31.193,1.7994,0.000328,15.5775,36.128,1054,8128968.096,0,0.038269,0.60476,24.9541,220.3101,Lay
27.5152,27.5241,15.8792,252.1498,-0.049185,54.97523,55.02442,27.5626,1.7999,9.1e-05,13.7512,31.7677,1457,5620175.776,0.00018,0.037382,0.56198,19.3383,170.7288,Lay
43.5016,43.5658,15.3007,234.1112,17.0498,70.00121,52.95139,26.4699,1.7999,-0.000045,13.25,46.1135,1349,11410544.28,0,0.043573,0.86432,40.7829,360.0725,Lay
43.6706,43.6199,19.3658,375.0335,10.0782,77.23739,67.1592,33.5235,1.8001,0.000165,16.7692,47.7713,1139,15292335.6,0,0.041524,0.78964,44.52,393.0618,Lay
30.9915,30.9451,17.8926,320.1469,0.037808,62.0476,62.0098,31.0901,1.7999,4.8e-05,15.4945,35.785,1354,7852426.304,0,0.038548,0.60331,24.2032,213.6816,Lay
54.9862,55.0106,17.3231,300.0898,24.8882,85.00969,60.1215,30.0239,1.8,0.000105,15.0009,57.65,1424,20187105.37,0,0.045903,1.0212,64.9691,573.626,Lay
30.9576,30.9936,17.9046,320.5759,-0.097933,61.98112,62.07905,31.0586,1.8001,9.1e-05,15.5042,35.7617,1394,7847310.342,0.000163,0.038564,0.6026,24.1378,213.1039,Lay
44.9926,44.9939,17.3197,299.9717,15.0075,74.99609,59.98856,29.993,1.8001,-0.000152,14.9979,48.2106,1559,14117539.6,0,0.042586,0.84506,45.2566,399.5674,Lay
34.9943,34.9622,17.325,300.1544,4.97197,65.01695,60.04498,30.0087,1.8001,3.3e-05,15.0025,39.0475,1394,9052178.957,0,0.040154,0.67937,29.5652,261.0232,Lay
34.9161,34.9028,20.1668,406.6996,0.017966,69.89158,69.87361,34.9216,1.7996,0.000358,17.4639,40.3209,1767,11237361.38,0,0.038939,0.64037,31.9679,282.2348,Lay
32.2176,32.3124,18.6111,346.3713,-0.209088,64.43775,64.64683,32.24,1.8001,-0.000237,16.1171,37.2061,1531,9033897.326,0.00046,0.037879,0.60806,26.16,230.9591,Lay
31.5557,31.5728,18.2106,331.6258,-0.008782,63.92402,63.9328,31.4782,1.8005,-0.000146,15.7685,36.4326,1482,8282574.585,0.000321,0.038684,0.60893,25.2735,223.1303,Lay
30.9637,30.9726,17.883,319.8034,-0.130606,61.9487,62.07931,30.9146,1.8002,-0.000184,15.4859,35.7561,1472,8016205.088,0.000319,0.037766,0.59615,24.111,212.8688,Lay
30.7743,30.7788,17.7886,316.4329,-0.058553,61.59228,61.65084,30.8128,1.8001,0.00013,15.4037,35.5449,1422,7701912.878,0.000656,0.038529,0.60094,24.1605,213.3038,Lay
30.5293,30.5756,17.6273,310.7218,-0.069034,61.05699,61.12602,30.4937,1.8005,0.000351,15.2642,35.2521,1405,7509681.489,0.000165,0.038521,0.59871,24.1847,213.5161,Lay
30.6682,30.6038,17.7042,313.4381,-0.023234,61.31244,61.33567,30.6589,1.8004,-0.000117,15.3317,35.4108,1340,7605051.275,0.00033,0.03853,0.60033,24.2265,213.8833,Lay
31.7975,31.8122,18.3683,337.3948,-0.050339,63.63001,63.68035,31.8275,1.7998,-0.000017,15.9069,36.7209,1392,8686536.412,0.00031,0.037819,0.60402,26.1507,230.876,Lay
30.7512,30.715,17.7567,315.3018,-0.141384,61.42655,61.56794,30.7587,1.8,6.5e-05,15.3768,35.509,1508,7672511.224,0.000329,0.038474,0.601,24.2012,213.6616,Lay
31.385,31.4151,18.1266,328.5733,-0.068824,62.84056,62.90938,31.3244,1.8002,0.000143,15.6971,36.2428,1227,8350186.065,0.000472,0.037813,0.60017,25.1173,221.7521,Lay
31.7969,31.767,18.2264,332.203,0.270129,63.49195,63.22182,31.6022,1.7999,0.000329,15.7834,36.6496,1085,8478237.628,0,0.038288,0.60952,26.0584,230.0594,Lay
32.2752,32.2661,18.6505,347.8416,-0.072051,65.78108,65.85313,32.3417,1.7991,0.001006,16.1525,37.2757,1537,8885708.182,0.000469,0.038498,0.61542,26.2562,231.805,Lay
32.1519,32.1815,18.5615,344.5275,0.03112,64.27972,64.2486,32.1488,1.7998,-0.000004,16.0745,37.1243,1568,8764068.333,0,0.03869,0.6147,26.3385,232.5346,Lay
30.7605,30.7555,17.7627,315.514,-0.134282,61.51837,61.65265,30.7042,1.8002,5.2e-05,15.3808,35.52,1367,7858960.122,0.000161,0.037754,0.59421,24.1086,212.8394,Lay
32.0052,32.0112,18.3603,337.1016,-2.83107,63.87909,66.71016,31.7456,1.803,-0.00159,15.8964,36.8969,1437,8561715.377,0.001431,0.038934,0.61473,26.6016,234.8565,Lay
40.9691,40.9985,16.1867,262.0092,12.9591,68.99708,56.03799,28.0279,1.8001,5.4e-05,14.0167,44.0503,1388,11015826.26,0,0.041989,0.79738,37.8359,334.0464,Lay
32.6813,32.6778,18.8568,355.5806,-0.020089,65.36856,65.38864,32.6019,1.8,-0.000059,16.3295,37.7305,1646,9414207.198,0.000302,0.037933,0.6127,27.263,240.6985,Lay
32.4017,32.2606,17.7671,315.6692,1.55617,63.02501,61.46884,30.6227,1.8003,0.000187,15.3835,36.9525,1146,8397757.96,0,0.03868,0.6255,26.7912,236.5296,Lay
33.6337,33.5818,19.407,376.6335,-0.097507,67.33767,67.43518,33.6149,1.8,0.000152,16.8061,38.8305,1622,10263637.66,0.000147,0.038046,0.62153,29.4428,259.941,Lay
33.9248,33.9726,17.3388,300.6349,3.90161,63.95378,60.05217,30.0753,1.7956,0.00137,15.0222,38.0982,1526,8617414.646,0,0.039782,0.66092,28.1226,248.2851,Lay
31.9074,31.8672,18.4156,339.134,-0.042411,64.09615,64.13856,31.8955,1.8001,-0.000001,15.947,36.8397,1608,8765912.577,0.000619,0.037804,0.60528,26.1813,231.1477,Lay
34.7528,34.7375,20.064,402.5655,0.006341,69.67865,69.67231,34.7321,1.7998,4.8e-05,17.375,40.1281,1640,11333027.69,0,0.038098,0.63162,30.5401,269.6293,Lay
30.8257,30.8472,17.789,316.4482,-0.020496,61.77947,61.79996,30.8426,1.8001,-0.000113,15.4034,35.5896,1421,7906243.055,0.00032,0.037746,0.59475,24.1036,212.8003,Lay
33.7632,33.7577,19.498,380.1729,-0.020299,67.57839,67.59869,33.7817,1.8,-0.000014,16.8846,38.9881,1442,10395772.09,0.000146,0.038028,0.62254,29.4058,259.6144,Lay
37.6019,37.6054,18.7759,352.5353,4.73292,70.305,65.57208,32.5298,1.8002,0.000333,16.2592,42.0283,1216,11481482.78,0,0.039884,0.69834,33.8298,298.6696,Lay
36.2482,36.2977,18.4926,341.9747,4.17935,68.28242,64.10307,31.9195,1.8003,-0.000285,16.014,40.6922,1196,10605737.31,0,0.039621,0.67983,32.5453,287.3363,Lay
30.7666,30.7819,17.7673,315.6762,-0.082267,61.55963,61.64189,30.7979,1.8,-0.000699,15.3856,35.5276,1284,7685597.174,0.000493,0.038555,0.6011,24.1953,213.6093,Lay
30.5881,30.6034,17.6671,312.126,-0.019371,61.28541,61.30478,30.6539,1.7998,-0.000164,15.2989,35.3229,1413,7730791.687,0.000484,0.037677,0.59242,24.0972,212.7427,Lay
30.064,30.0554,17.3746,301.8769,0.030652,60.34531,60.31466,30.0266,1.8003,5.3e-05,15.0457,34.7228,1452,7347374.064,0,0.037649,0.58715,23.0728,203.6945,Lay
32.1496,32.1591,18.4055,338.7617,0.294983,64.08887,63.79388,31.8585,1.8003,-0.000331,15.9375,37.0446,1086,8748442.641,0,0.038349,0.61318,26.1034,230.4583,Lay
34.6724,34.6815,17.6929,313.037,4.05511,65.29701,61.2419,30.6414,1.8001,0.00017,15.3214,38.9251,1113,9284906.752,0,0.039464,0.66473,28.8275,254.5091,Lay
33.0164,33.0527,16.8859,285.1328,3.74882,62.28764,58.53882,29.2756,1.8,-0.000045,14.6227,37.0833,925,8043356.018,0,0.03931,0.64808,26.3,232.1906,Lay
30.9372,31.004,17.8611,319.0182,-0.112968,62.02664,62.13961,30.8427,1.8,0.000155,15.4675,35.7222,1495,7994613.052,0.000479,0.03779,0.59589,24.1042,212.8067,Lay
26.9722,26.9531,14.433,208.3101,1.79172,52.07352,50.2818,25.0504,1.7991,0.001262,12.4996,30.5903,1129,4629239.199,0,0.038724,0.57861,17.7791,156.9613,Lay
33.4864,33.4561,19.3354,373.8577,-0.017748,67.93671,67.95446,33.4794,1.8,0.000288,16.7436,38.667,1722,9906799.325,0.000302,0.038912,0.62719,28.5202,251.793,Lay
30.6772,30.6945,17.7072,313.5463,-0.084856,61.37877,61.46363,30.718,1.8,-0.000009,15.3337,35.4201,1443,7612831.017,0.000165,0.038537,0.6003,24.2153,213.7872,Lay
28.5051,28.5363,16.4497,270.5916,0.001877,57.01362,57.01174,28.5024,1.7996,0.000149,14.2449,32.9102,1224,6104263.312,0,0.038307,0.57868,21.2226,187.3636,Lay
31.3867,31.3617,18.1305,328.7157,-0.049798,62.7783,62.8281,31.3762,1.8003,0.000134,15.6997,36.2462,1404,8161260.057,0.000161,0.038617,0.60711,25.2411,222.8454,Lay
31.0832,30.9316,15.9082,253.0721,-0.029522,62.38848,62.418,21.0672,2.2383,0.017846,13.0144,34.9172,1976,9999950.343,0.000488,0.025761,0.51554,23.8226,209.5945,Lay
36.2995,36.3349,18.3019,334.9593,4.57581,68.09977,63.52396,31.719,1.7999,-0.000201,15.8502,40.6517,1199,10477213.72,0,0.039732,0.68331,31.9029,281.666,Lay
34.9733,34.9521,17.3214,300.0316,4.96916,64.99878,60.02962,29.9738,1.8,0.000224,14.9989,39.027,1475,9041177.983,0,0.040137,0.67899,29.5416,260.8146,Lay
31.3786,31.374,18.0043,324.1546,0.011105,62.59306,62.58196,31.1849,1.8001,-0.000411,15.5904,36.1762,1200,8159858.991,0,0.038291,0.60532,24.9638,220.4028,Lay
30.031,30.0856,17.3249,300.1518,-0.035678,60.07483,60.1105,29.9946,1.8002,-0.000092,15.0021,34.6694,1354,7136063.994,0.000168,0.038482,0.59408,23.2091,204.9036,Lay
30.6238,30.5825,17.6272,310.7174,0.007429,61.22681,61.21939,30.5584,1.797,0.00041,15.2719,35.3339,1375,7564571.813,0,0.038463,0.59951,24.1712,213.3962,Lay
33.7682,33.7885,19.4404,377.9281,-0.003029,67.46466,67.46769,33.6973,1.7999,-0.000012,16.8351,38.9636,1389,10223296.53,0.000297,0.038479,0.62714,29.1562,257.4112,Lay
42.5688,42.5403,24.5796,604.1571,-0.119091,87.57209,87.69119,42.5948,1.7984,-0.001265,21.2887,49.1547,2052,20366049.69,0.000475,0.039403,0.70721,46.3858,409.5368,Lay
29.7961,29.7813,17.173,294.9105,-0.082555,59.55929,59.64185,29.7656,1.8001,8.1e-05,14.87,34.39,970,7033340.408,0.000168,0.03812,0.58886,22.7608,200.9453,Lay
30.6895,30.6583,17.7135,313.7664,-0.074602,61.37121,61.44581,30.633,1.8004,0.002276,15.3401,35.4339,1309,7627539.25,0.000658,0.038508,0.60024,24.1772,213.4495,Lay
32.9119,32.969,17.3201,299.9853,2.84774,62.83642,59.98868,30.0321,1.7993,-0.001081,14.9958,37.1904,1160,8199171.224,0,0.039466,0.64381,26.8539,237.0827,Lay
30.0382,29.9729,17.2869,298.8376,-0.064036,60.30204,60.36607,29.9505,1.7998,-0.000071,14.9692,34.6566,1042,7190867.79,0.000334,0.038179,0.59154,22.8093,201.3728,Lay
31.6661,31.637,18.2896,334.5099,0.035377,64.4921,64.45673,31.5614,1.8005,-0.000026,15.8381,36.5678,1229,8480530.396,0,0.038074,0.60623,25.6975,226.8691,Lay
32.2819,32.3775,18.5523,344.1871,-0.007844,64.50717,64.51502,32.1663,1.8001,2e-06,16.0653,37.2325,1018,8908085.599,0.000311,0.038345,0.61354,27.0206,238.555,Lay
41.9266,41.8749,17.3284,300.2732,11.9712,72.00029,60.02907,30.0078,1.8002,0.001592,15.0052,45.3659,1400,12214595.92,0,0.042497,0.80078,40.0999,354.0364,Lay
31.6956,31.7345,18.3072,335.1544,-0.020676,63.51265,63.53333,31.7576,1.7991,0.000525,15.855,36.6021,1526,8406683.103,0.000319,0.038613,0.61005,26.2942,232.1417,Lay
30.6284,30.636,17.683,312.6871,0.00892,61.24093,61.23201,30.5933,1.8,-0.000023,15.3125,35.3657,1518,7579432.799,0,0.038511,0.59976,24.2051,213.6964,Lay
33.4846,33.4706,16.4551,270.7692,4.99247,61.97923,56.98677,28.5322,1.7999,0.000161,14.2494,37.3087,1384,7849139.511,0,0.040062,0.66644,27.322,241.2174,Lay
30.5397,30.4857,17.6306,310.8376,0.04088,61.05648,61.0156,30.6355,1.7998,2.5e-05,15.2674,35.2627,1448,7512966.366,0,0.038494,0.5989,24.2086,213.7259,Lay
31.8286,31.8343,18.3787,337.776,-0.005735,63.90139,63.90713,31.8338,1.8002,0,15.915,36.753,1556,8507218.94,0.000159,0.038672,0.61142,26.3161,232.3353,Lay
51.1665,51.1561,29.5423,872.7463,-0.031333,102.3271,102.3584,51.1806,1.8,1.8e-05,25.5828,59.0819,2383,35339541.57,9.9e-05,0.040179,0.77574,68.6744,606.3245,Lay
31.5777,31.5852,18.1216,328.3908,-0.066595,62.93563,63.00222,31.4339,1.8001,6.1e-05,15.6926,36.4073,1595,8231284.34,0.000322,0.038659,0.61035,25.4877,225.0224,Lay
32.0351,32.0064,18.4751,341.3286,-0.036412,64.13612,64.17253,31.9881,1.7994,-0.001078,16.0002,36.98,1507,8663250.938,0.000316,0.038671,0.61354,26.3343,232.4953,Lay
31.4834,31.515,18.177,330.4016,0.014134,63.03032,63.01618,31.4191,1.7999,-0.000035,15.7406,36.3532,1572,8231948.929,0,0.038621,0.60816,25.253,222.9493,Lay
35.6603,35.6345,20.5868,423.817,-0.708581,71.59562,72.3042,35.6225,1.8001,0.00029,17.8279,41.1754,1736,11962852.05,0.000709,0.039147,0.64728,33.1914,293.0394,Lay
9.18132,8.91183,6.7815,45.9887,-3.57999,33.3083,36.8883,9.8266,3.0394,0.60377,5.4815,11.413,137,208410.6263,0.02,0.072869,0.35886,2.3905,16.8155,Walk
9.15661,9.1899,6.8617,47.0824,-3.71629,31.5815,35.2978,11.2286,2.2576,0.21394,5.7623,11.4411,158,235619.6651,0.022222,0.066026,0.33903,2.5635,18.8193,Walk
9.60893,9.60356,6.9103,47.7517,-7.2843,29.0452,36.3295,10.7522,2.3231,0.20916,5.7293,11.8346,157,263869.0012,0.021231,0.05964,0.3461,2.5134,18.8356,Walk
9.00977,8.87131,6.7937,46.1544,-5.01377,31.7962,36.8099,10.0907,2.5159,0.25003,5.602,11.2829,151,225201.3537,0.022046,0.064006,0.33737,2.249,16.2041,Walk
10.0637,9.98602,7.0044,49.061,-4.14165,31.0201,35.1617,9.6193,2.5953,0.23499,5.6393,12.26,138,249813.285,0.025872,0.073175,0.38212,2.5913,18.4086,Walk
8.68917,8.29003,7.6711,58.8461,-8.83896,32.6446,41.4836,11.0099,2.6564,0.2653,6.2202,11.5892,124,207776.9895,0.047835,0.085142,0.3584,2.6278,16.0627,Walk
8.72528,8.58759,7.7793,60.5169,-10.3456,32.1035,42.4491,10.7405,2.6459,0.17507,6.3263,11.688,113,215705.8125,0.044965,0.084188,0.35738,2.6557,16.1092,Walk
9.15116,8.89211,7.863,61.8266,-12.7954,33.1854,45.9808,11.5185,2.6216,0.15486,6.4483,12.0637,131,236198.8288,0.040049,0.091056,0.36476,2.613,15.8983,Walk
4.61745,5.07318,6.0854,37.0326,-11.7584,18.4207,30.1791,9.13891,2.3581,-0.18786,5.0304,7.63671,94,63393.1685,0.048758,0.073446,0.26063,1.1067,5.57774,Walk
4.89897,5.3939,6.2641,39.2393,-12.7467,21.2718,34.0185,9.22736,2.4544,-0.3061,5.1602,7.95008,96,69903.38581,0.048825,0.071513,0.27152,1.1494,5.65702,Walk
4.73798,5.26298,5.97,35.6412,-11.0557,16.6767,27.7324,8.88857,2.4172,-0.33888,4.9585,7.61948,87,62236.47046,0.044776,0.066188,0.26591,1.0736,5.61662,Walk
5.02156,5.73161,5.8887,34.6769,-9.36443,18.4865,27.8509,8.78385,2.3488,-0.25508,4.8497,7.73706,91,67165.24839,0.046346,0.068619,0.26666,1.0409,5.43997,Walk
5.48662,5.73886,5.821,33.8842,-8.37049,19.2618,27.6323,8.91465,2.2491,-0.098635,4.8221,7.99745,94,77326.69206,0.040529,0.06285,0.27186,1.1626,6.69554,Walk
6.81216,6.92815,6.5743,43.2213,-11.3731,23.1445,34.5175,9.50402,2.5491,-0.11874,5.3602,9.46554,138,127674.9969,0.058947,0.077467,0.29916,1.7266,10.1291,Walk
7.5391,7.93002,6.7192,45.1475,-10.5642,27.6441,38.2083,9.73319,2.4967,-0.066192,5.4984,10.0973,131,156706.6374,0.059857,0.073959,0.3129,2.0081,13.1892,Walk
7.98388,8.09197,6.7608,45.708,-9.98213,29.9612,39.9433,9.28714,2.8239,0.15809,5.4064,10.4605,149,178248.8256,0.047268,0.071275,0.31825,2.0327,13.4022,Walk
7.89382,7.67891,6.6491,44.2101,-9.39763,27.7827,37.1803,9.52221,2.5208,0.050429,5.4122,10.3196,143,169859.2128,0.047649,0.07279,0.31717,2.0007,13.3321,Walk
7.61593,7.45718,6.8759,47.2785,-10.2505,27.2331,37.4836,9.23059,2.7003,0.096698,5.5253,10.2592,151,163980.4518,0.05199,0.079224,0.31385,2.0653,13.2064,Walk
14.5211,14.0661,6.9194,47.8779,0.04311,41.6427,41.5996,9.17632,3.7723,0.60503,5.3844,16.0843,151,336055.7735,0,0.10039,0.59302,5.0141,38.2287,Walk
10.0923,9.42377,7.2667,52.8056,-6.05042,39.971,46.0215,9.40638,4.379,0.89924,5.6445,12.4347,161,216470.121,0.018571,0.09403,0.41754,2.7315,17.6727,Walk
8.68272,8.00728,7.0827,50.1652,-6.97891,36.446,43.4249,9.66885,4.0595,0.78677,5.5616,11.2036,168,183259.823,0.027397,0.087668,0.36044,2.3446,14.9194,Walk
10.8948,10.6516,7.2419,52.4451,-5.79178,38.308,44.0998,9.31391,4.0797,0.56448,5.5917,13.0807,158,243139.8728,0.026742,0.10051,0.44042,3.3517,23.1685,Walk
